0.01534,0,0.036707,0.01298,0,0.0045419,0.0361,0.014057,0.027877,0.021692,0.052902,0,0.014576,0.0062542,0,0,0,0,0.00087041,0.005352,0,0,0.001847,0,0,0.0012225,0,0,0,0,0.013407,0.00030676,0,0,0.0097343,0.0018457,0.012182,0,0,0,0.074823,0,0,0,0.10308
0.030211,0,0.049924,0.021932,0,0.063524,0.054908,0.0041054,0.052224,0.011775,0.025766,0,0.033769,0.054125,0,0.0086486,0.0037768,0,0.07898,0.019673,0,0,0,0,0,0.00018853,0,0.019274,0,0,0,0.0036945,0,0,0,0,0.025202,0,0.030836,0,0,0,0,0.018921,0.004247
0.019461,0,0.051073,0.037506,0,0.075093,0.053556,0.032571,0.00038217,0.051842,0.020116,0,0.047701,0.079032,0,0.074284,0.0044574,0.0030943,0.082202,0.0091609,0,0,0.0015711,0,0,0.0065049,0.0016732,0,0,0,0,0.0031656,0,0,0,0,0.023313,0,0,0,0.0014435,0,0,0.079103,0.0074607
0.018622,0,0.025822,0.039041,0,0.0051832,0.016868,0.031767,0,0.030802,0.03311,0,0.01965,0.06006,0,0.0061098,0.0060588,0,0.0045832,0.017618,0,0,0,0.0014505,0.0021857,0.0034843,0,0,0.0023726,0,0,0,0,0.0027464,0,0,0.0077211,0.004763,0,0,0.0087503,0.00055344,0,0,0.10566
0.065737,0,0.030165,0.054465,0,0,0.045697,0.029423,0.062631,0.029146,0.041565,0,0.069111,0.027238,0,0.0020989,0.079244,0,0.077378,0.08851,0,0,0.00026998,0,0,0.0018568,0.0018118,0,0.0039835,0.0062424,0.012752,0,0,0,0,0,0.0069478,0,0,0,0,0.02877,0,0,0
0.054039,0,0.049245,0.014466,0,0.062537,0.024537,0.004188,0.055735,0.015275,0.030665,0,0.038958,0.044065,0,0.0052554,0.077999,0,0.087778,0.03343,0,0,0,0,0,0.0039858,0,0,0,0,0,0,0,0,0.0069742,0,0.026089,0,0,0,0,0.012218,0,0,0
0.071347,0,0.061322,0.078564,0,0.011379,0.059418,0.080323,0.097863,0.08648,0.063346,0,0.037041,0.044116,0.0080381,0,0.01009,0,0.07491,0.047068,0,0,0.081793,0,0,0.084731,0,0,0,0,0,0.0056691,0,0,0.097811,0,0.029408,0,0,0,0.050201,0,0,0,0.1082
0.02878,0,0.037499,0.019656,0,0.0015001,0.043145,0.015444,0.079318,0.038209,0.057339,0,0.033658,0.03314,0,0.07113,0.0072763,0,0.0032418,0.026533,0,0,0.079457,0,0,0.0075387,0,0,0,0,0.0083705,0.090489,0,0,0.0022321,0,0.013398,0.0094548,0,0,0.021324,0.0052835,0,0.074111,0.00097151
0.036096,0,0.033952,0.04706,0,0.0096572,0.064352,0.039468,0.063443,0.022453,0.02728,0,0.052529,0.023849,0,0.075856,0.0025332,0,0.00062951,0.016596,0,0,0,0,0,0.08193,0.0017362,0,0,0,0,0.090984,0,0,0.0025789,0,0.014873,0,0,0,0.01937,0,0,0.016088,0.09725
0.060885,0,0.089217,0.081973,0,0.067151,0.076229,0.059736,0.056432,0.040743,0.050166,0,0.082893,0.069029,0.0057911,0.07988,0.081002,0,0,0.046807,0,0,0,0,0,0.0037821,0,0,0,0,0.00033438,0,0,0,0.0018167,0,0.093103,0,0,0,0.097728,0,0,0.019574,0
0.043913,0,0.047405,0.051562,0,0.075438,0.072058,0.045143,0.045357,0.033789,0.075014,0,0.058387,0.060113,0,0.071354,0.085344,0,0,0.049787,0,0,0.07973,0,0,0.0066017,0,0,0,0,0.0067957,0.0021383,0,0,0.0031137,0,0.027604,0,0,0,0,0,0,0.039037,0.010939
0.026133,0,0.034608,0.056209,0,0.069681,0.017228,0.055998,0.015194,0.023136,0.028441,0,0.048792,0.013155,0,0.00078204,0.076937,0,0.0026297,0.012612,0,0,0.078778,0,0,0.078699,0,0,0,0,0.00023911,0,0,0,0.0012321,0,0.0030873,0.013085,0,0,0.014964,0.0071594,0,0,0
0.083846,0,0.026791,0.055951,0,0.062584,0.077612,0.035352,0.07254,0.029312,0.021585,0,0.024652,0.058884,0,0.072304,0.0033331,0,0,0.02542,0,0,0,0,0.0065794,0.0013241,0,0,0,0,0,0,0.0052638,0,0.0047956,0,0.019908,0,0,0.025169,0.035916,0,0,0.079567,0.0033753
0.049542,0,0.088693,0.088636,0,0.065342,0.05672,0.044603,0.071114,0.080873,0.10749,0,0.079002,0.075851,0,0.006098,0.085232,0,0.084733,0.056959,0,0,0.07804,0,0,0.083787,0,0,0.0014479,0,0.0064735,0.087792,0,0,0.0092515,0,0.033585,0,0,0,0.0092621,0,0,0,0.019909
0.023849,0,0.054098,0.061359,0,0.0057988,0.047598,0.019587,0.013177,0.047581,0.087891,0,0.0161,0.043432,0,0.077813,0.0014129,0,0.084231,0.034761,0,0,0.00081422,0,0,0.082599,0,0,0.0083568,0,0.0082224,0,0,0,0.084271,0,0.083371,0,0,0,0.028928,0.0254,0,0.080881,0.1014
0.018756,0,0.053549,0.011334,0.0013048,0.0040698,0.035914,0.04495,0.053977,0.031209,0.026227,0,0.0099446,0.021484,0,0.0027694,0.083736,0,0,0.031407,0,0,0.0010004,0,0.0082311,0.0050799,0,0,0,0,0,0.08237,0,0.0019025,0,0,0.015678,0,0,0,0,0.028972,0,0,0.0038174
