0.12898,0.048134,0.00526,0.025078,0.018726,0.23824,0.034301,0.0031539,0.02766,0.087724,0.0096657,0.019456,0.066411,0.030339,0.079008,0,0.24764,0.029352,0,0.012683,0.047777,0.01828,0.24874,0.013899,0.026047,0.011464,0.22695,0.038896,0.0069818,0,0,0,0.040052,0.22549,0.011943,0.0022642,0.024319,0.021042,0.027319,0.085628,0.13186,0.0019253,0.24569,0.045986,0.24522
0.24539,0.092737,0.21756,0.13139,0.28082,0,0.14622,0.19235,0,0.28575,0.063776,0.036324,0.25507,0.34209,0.21572,0.25067,0.2629,0.22322,0.25511,0.019367,0.031765,0.060318,0,0.0061631,0.22384,0.26399,0.25071,0.06272,0.0035819,0.019559,0.25598,0.0074821,0.27485,0.014573,0.25459,0.25412,0.2612,0.076156,0.24193,0.18924,0.13891,0.024005,0.25593,0.24607,0.011213
0.099477,0.2612,0.15305,0.22371,0.0075114,0.25946,0.21464,0.16629,0.28952,0.05691,0.23539,0.26791,0.050462,0.0096211,0.11842,0,0,0.038774,0,0.27188,0.29656,0.30019,0.24994,0.25598,0.1222,0,0.0056355,0.26394,0.25816,0.27874,0.010088,0.25243,0.0021255,0.24961,0.010546,0.021269,0.05292,0.22734,0.079727,0.18288,0.22476,0.27997,0,0.114,0.24082
0,0.0036897,0.017307,0.0028918,0,0.0022489,0,0.0020431,0,0.0025437,0.0089956,0,0,0.0063983,0.0069706,0,0.0025227,0,0.001785,0,0.0025428,0.016125,0,0,0.0020693,0.0017261,0,0,0,0.0054376,0.0039199,0,0.00193,0.0019258,0,0,0.0019465,0,0,0.031571,0.0061158,0,0,0.0019415,0.0018828
0.024279,0.039876,0.023783,0.076768,0.0087885,0.0014234,0.032164,0.03939,0.0096955,0.026901,0.0045554,0.012899,0,0.069257,0.012422,0,0.0054304,0,0.24566,0,0.2476,0.036038,0.0078573,0.0011556,0.0047908,0,0.0048474,0.001821,0,0,0.0083542,0,0,0.0079043,0.0021695,0.010499,0.023446,0.011633,0.014985,0.012053,0.013379,0.010777,0,0.011622,0.0052711
0.28894,0.29035,0.29212,0.24495,0.26347,0.0078869,0.30711,0.26491,0.22488,0.26356,0.2371,0.24402,0.29052,0.26799,0.29411,0.24603,0.0056785,0.25535,0.0060128,0.30683,0.054755,0.29857,0.0072387,0.25851,0.27776,0.24056,0.25127,0.29654,0.25438,0.15426,0.0057778,0.267,0.26726,0.25449,0.26312,0.26151,0.27129,0.27008,0.28231,0.27232,0.32648,0.28055,0.24351,0.31665,0.23389
0.10539,0.22725,0.23008,0.27577,0.037607,0.25022,0.10947,0.27168,0,0.1268,0,0.03112,0.15926,0.35876,0.016748,0,0.24969,0,0.24904,0.20503,0.2011,0.13757,0.25429,0.0037969,0.043328,0.0011888,0.24953,0.086534,0.0085977,0.20031,0.0077615,0.0057627,0.26609,0.23319,0.017309,0.027826,0.080024,0.24278,0.21006,0.16239,0.11857,0.040665,0.25242,0.14774,0.011577
0.017592,0.029657,0.0097055,0,0.0048479,0.010846,0.0393,0.0046213,0.029067,0.012866,0,0.057902,0.037606,0,0.24866,0.0018142,0.0019504,0.01477,0,0.11042,0,0.034787,0.0059153,0.26505,0.18191,0.017921,0.0088885,0.01388,0.0030936,0.014953,0.0070025,0.0044957,0.0067633,0.011995,0.0017517,0.0020866,0.21545,0.030042,0.028306,0.12068,0.12184,0.0058135,0,0.055963,0.0085113
0.22126,0.099032,0.10619,0.078905,0.24542,0,0.18065,0.067203,0.23673,0.19022,0.39083,0.032378,0.11738,0.0043131,0.031884,0.2533,0.0022651,0.27165,0,0,0.1117,0.17526,0,0,0.1262,0.24855,0,0.2098,0.25245,0.088759,0.25457,0.0054323,0,0.0086174,0.24859,0.23924,0.02115,0.041837,0.064803,0.095998,0.10049,0.2613,0,0.13994,0.23344
0.0012143,0,0.026238,0.0098115,0.0024734,0.0014258,0.022067,0.010885,0.006216,0.0015759,0,0.01084,0,0,0.04678,0.0038602,0.0028999,0.0012641,0.0026505,0.0097785,0.015113,0.014481,0,0,0.01545,0,0,0.027675,0,0.0080153,0,0.011102,0,0.00902,0,0.0074045,0.0052985,0,0.0086456,0.01029,0.034072,0.0071859,0.0064256,0.019434,0
