0,0,0,0.039515,0.00061305,0.015236,0,0,0.0057974,0.090708,0,0,0.016763,0.04715,0,0,0,0,0,0.02211,0,0,0.0079932,0.0010949,0.036473,0,0,0.03902,0,0,0.012486,0.0202,0.029357,0.0051487,0.013821,0,0.016747,0.037659,0.016781,0,0.03385,0.004446,0,0,0
0.013593,0.027289,0.04727,0,0.0081272,0.009253,0.0087936,0,0,0,0,0,0.0099175,0,0,0,0,0.031899,0.003143,0,0.008304,0,0.0090525,0,0,0,0.0051917,0,0,0,0,0,0.02146,0,0,0.034182,0,0,0,0,0.046238,0.010867,0.060483,0,0.013017
0.01637,0.011445,0,0.085056,0.013231,0.00075013,0,0,0,0,0.0025453,0,0,0.055969,0,0,0.016495,0.0015789,0.012998,0.0032187,0,0,0,0,0,0.014803,0.011661,0.0027202,0,0,0,0.002448,0,0.010772,0,0,0,0.02738,0,0,0.0027998,0,0,0,0.010496
0.0077523,0.03279,0.041807,0,0.0085142,0.94886,2.57e-05,0,0.0025557,0.019274,0.0060894,0.0087731,0.0079214,0,0.015405,0,0,0,0.008658,0,0,0,0,0,0.0012188,0.0068549,0,0,0.0056491,0.014243,0.0036194,0,0.01636,0.0083743,0.006058,0,0,0.010397,0,0,0,0,0,0.011697,0.0027548
0.087893,0.11793,0.020602,0,0.01258,0.023494,0.10315,0.006563,0,0,0,0,0,0,0,0.0008702,0.010557,0.034282,0,0.013949,0,0,0.01709,0,0,0.002993,0.0034626,0.011319,0.00061066,0,0,0,0.0097599,0.012213,0,0.0060342,0,0.003913,0.016349,0,0.052427,0.013001,0,0,0
0,0,0,0,0.00069972,0.03545,0,0.06256,0.014847,0,0.01567,0,0,0.016735,0,0.003448,0.0068253,0,0,0,0,0.016406,0.0065931,0.0075075,0,0.0072138,0.00083297,0,0.011348,0,0.0032125,0.018687,0.012131,0.016099,0,0,0.040261,0.035962,0.025032,0,0.02135,0.021938,0.027578,0,0
0,0.10914,0.0028149,0.015811,0,0.049078,0.0066124,0.22345,0.010255,0.027012,0.011248,0.01139,0.010507,0.058179,0,0,0.046027,0.022405,0,0,0,0.030123,0,0.01281,0.055597,0.0062498,0.045395,0.024444,0,0.0081876,0,0,0,0,0,0.018391,0.036091,0,0.035365,0,0,0.019247,0,0.059652,0
0.055914,0.036281,0.015375,0.0154,0.0012481,0.0096079,0.0097969,0.0032363,0.0076416,0,0,0,0,0,0,0.00026055,0.0020962,0.018645,0.014564,0.042659,0.016028,0,0.014392,0,0,0.02319,0,0,0,0.0035202,0.0039896,0,0.020299,0.013946,0,0,0.00053594,0.001971,0.031065,0,0.045051,0,0.066959,0.022776,0
0.0087932,0.057623,0,0.0078913,0.010624,0.015766,0,0.053895,0,0.032004,0.025776,0,0.015296,0.040691,0,0,0.011629,0.011461,0.0039173,0,0,0,0,0,0.0097715,0.023072,0.021488,0.010215,0,0,0.005523,0,0.020409,0,0,0.035252,0.045402,0,0.036777,0,0.048805,0.0065456,0,0.017479,0.015695
0.03382,0,0.00239,0,0,0.024758,0,0,0,0.014811,0.25666,0,0,0,0.036688,0,0.0027415,0.0053085,0,0,0.011122,0.024519,0,0.021519,0,0,0.0099194,0.030202,0.018075,0,0,0,0.019804,0.013478,0,0,0,0,0.019802,0.046772,0,0.052705,0.015003,0,0.0020263
