0.0025226,0,0,0
0.46613,0.35586,0.33535,0.35406
0.10345,0.0026895,0.3286,0
0.26378,0.35304,0.33461,0.35019
0.0087133,0,0,0
0.0012696,0,0,0
0.19345,0,0,0.35692
0.29881,0.35536,0.33715,0
0.0011701,0,0,0
0.27801,0.0017243,0,0.36136
0.22198,0.35466,0.33501,0
0.0047773,0,0,0.35145
0.38925,0.35476,0.005068,0.0015014
0.095603,0.0011474,0.33231,0.0034797
0.4359,0.35485,0.33488,0.34853
0.024308,0,0,0.0020014
0,0,0,0
0.0025301,0,0,0
0,0,0,0
0.012926,0,0,0.0028784
0.18952,0.35068,0.3321,0.0043505
0.076605,0.0017012,0.0014145,0
0.13294,0.0014275,0,0.0048362
0.050908,0.001224,0,0
0.046506,0.0013826,0.0016809,0
0.0048205,0,0,0
0.018994,0,0,0.3523
0.002073,0,0,0
0.036574,0.0011047,0,0
0.058794,0,0,0
0.040085,0,0,0.0010107
0.065079,0.34912,0,0
0.083094,0.0017902,0.0021412,0.0022466
0.093329,0.0013172,0.32983,0.0026565
0.056434,0.0014074,0.0010438,0
0.043104,0,0.0012995,0.0018023
0.037104,0,0.0015486,0.35317
0.018799,0,0,0.0014291
