0,0.008315,0.020917,0,0.0043424,0.044474,0.010329,0,0.0069987,0,0,0,0,0.01729,0,0,0,0,0
0,0.035827,0.0086769,0.03374,0.0076689,0,0,0,0.01132,0.0044281,0,0,0,0,5.7936e-05,0,0,0.040604,0.014627
0,0,0.036041,0,0,0,0.011841,0,0.024272,0.0097781,0,0,0,0,0.0030405,0,0.0027764,0.015232,0
0.022562,0.015422,0,0.0014632,0.92408,0,0,0.01017,0.0096771,0,0,0,0,0,0.0055281,0,0,0.031831,0.0046572
0,0.0086468,0.014075,0.020217,0.022571,0.0090069,0,0,0.0082408,0.014589,0,0.011782,0,0,0,0,0,0,0
0,0,0.010034,0.008783,0.041176,0,0.0031803,0,0,0.010858,0,0,0.020084,0.029802,0,0,0.013542,0,0
0,0,0.0061144,0,0.056786,0,0,0,0,0.050718,0.026481,0.041416,0.0012805,0.0032416,0,0.034821,0.016378,0.017264,0.053197
0,0,0.0082924,0.024515,0.0042907,0,0,0.0085354,0.00045334,0,0,0,0,0,0,0,0,0,0.01515
0,0,0.041474,0.0070934,0.022952,0.016665,0,0,0.011552,0.045605,0,0,0,0,0.035089,0.0044888,0,0,0
0.01151,0.073816,0.35926,0,0.014781,0,0.016878,0,0,0.010709,0,0.0011222,0.026159,0,0,0,0.03397,0,0
0.069948,0,0.043289,0.0051721,0.035351,0,0,0.034492,0,0,0,0,0.043825,0,0.086265,0,0.014279,0.071037,0.028063
0,0.01188,0.00279,0,0.0042501,0.040018,0,0.0012204,0,0.0010614,0,0,0,0,0,0.017626,0.0043352,0,0
0,0,0,0.0013209,0.0065734,0,0,0,0,0.006557,0,0,0,0.0067582,0,0.00030295,0,0,0.027914
0,0,0.0019669,0,0.0915,0,0.057391,0,0,0.038973,0.014234,0,0,0,0,0.029974,0.034765,0.035697,0
0.0045502,0.073896,0,0.83355,0,0,0,0,0.02483,0.0033123,0.016656,0,0.016661,0.0025077,0.027107,0,0.01447,0,0
0,0,0.010618,0.035796,0,0,0,0,0.0046615,0.03748,0,0.022,0.0014173,0,0,0,0.012088,0,0
0,0,0,0.0053668,0.081643,0,0,0.0009026,0.0072952,0.005267,0.013822,0,0,0.0050675,0.017417,0.03154,0,0.014222,0.011802
0,0,0.010098,0.0031695,0.023498,0,0,0.0085267,0,0.0089274,0,0,0.0073112,0,0.0085882,0,0.011238,0,0
