0.027377,0.029844,0.030407,0.0079537,0.032503,0.038731,0.030964,0.0098678,0,0.073231,0
0.029405,0.028522,0.052902,0.047387,0.064686,0.029512,0.022963,0.021394,0.0031492,0.013036,0
0.052015,0.017704,0.06534,0.064331,0.025184,0.048866,0,0.024134,0,0.0088543,0
0.045602,0.0086837,0.027635,0.011237,0.036642,0.018029,0.0098177,0.022966,0,0,0
0.033625,0.04666,0.022586,0.0087586,0.068309,0.014268,0.052088,0.036301,0,0.0055604,0
0.026764,0.040791,0.070418,0.047291,0.0083181,0.013895,0.02951,0.03643,0.004192,0.0022595,0
0.063988,0.093594,0.036569,0.031964,0.059204,0.02844,0.068614,0.070285,0,0.072223,0
0.02061,0.054722,0.048313,0.02001,0.029107,0.051903,0.065655,0.014951,0,0.014545,0
0.023401,0.057404,0.036289,0.020038,0.021217,0.067691,0.040722,0.034092,0,0.014813,0
0.069136,0.05444,0.061292,0.064153,0.030166,0.086989,0.085563,0.052935,0,0.022703,0
0.057931,0.050876,0.052384,0.08054,0.073238,0.051933,0.056008,0.063044,0,0.083776,0
0.019393,0.027763,0.023573,0.081293,0.026531,0.017456,0.040274,0.055223,0,0.066442,0
0.047124,0.043455,0.044218,0.052973,0.025207,0.084078,0.062097,0.029912,0,0.071194,0
0.090656,0.078009,0.073611,0.070685,0.1019,0.06163,0.097761,0.075781,0,0.017185,0
0.041493,0.04018,0.033192,0.0016028,0.047227,0.066528,0.016142,0.046393,0,0.0086109,0
0.0152,0.045066,0.030126,0.011728,0.02412,0.005604,0.032684,0.029221,0,0.0037487,0
0.021045,0.078869,0.023773,0.055561,0.021278,0.07793,0.018958,0.012334,0,0.01649,0
0.058567,0.064936,0.031719,0.080881,0.062938,0.092102,0.070846,0.079195,0,0.015531,0
0.07855,0.094153,0.077532,0.069425,0.10583,0.095847,0.073366,0.050029,0,0.085519,0
0.04508,0.06099,0.053711,0.075274,0.040068,0.013779,0.096327,0.061542,0,0.023755,0
0.02232,0.017301,0.051693,0.0094108,0.026374,0.061596,0.0077349,0.0043093,0,0.055215,0
0.023689,0.017431,0.058419,0.058184,0.0076707,0.0078006,0.035591,0.031737,0,0.0061593,0
0.076498,0.090763,0.095123,0.089538,0.081959,0.057106,0.11836,0.11992,0,0.078858,0
0.026894,0.050902,0.029845,0.01187,0.01256,0.034563,0.024057,0.063069,0,0.067046,0
0.053628,0.046815,0.070242,0.0059461,0.033968,0.061463,0.043877,0.067479,0,0.015411,0
0.074668,0.05579,0.065351,0.022988,0.072053,0.083303,0.069471,0.042193,0,0.082087,0
0.075956,0.069516,0.089952,0.080484,0.038359,0.079087,0.07866,0.051355,0,0.081241,0
0.041803,0.064205,0.051258,0.057378,0.047591,0.089573,0.097779,0.037251,0,0.068139,0
0.06849,0.087668,0.064711,0.021703,0.052668,0.047119,0.089713,0.083741,0,0.072426,0
0.053134,0.037032,0.080174,0.071318,0.030344,0.071533,0.05332,0.044071,0,0.074621,0
0.047141,0.045458,0.042662,0.027466,0.051805,0.016202,0.04165,0.074163,0,0.069944,0
0.03991,0.037744,0.021734,0.079853,0.046234,0.029444,0.025875,0.030208,0,0.010453,0
0.047958,0.020395,0.026909,0.013134,0.024443,0.026958,0.04707,0.041715,0,0.016901,0
0.037688,0.068827,0.05185,0.066997,0.049386,0.039488,0.069356,0.048491,0,0.021345,0
0.029792,0.057569,0.044511,0.054312,0.042708,0.023597,0.037309,0.013551,0,0.013621,0
0.016672,0.025855,0.033622,0.0098409,0.023073,0.061956,0.052193,0.022585,0,0.060843,0
0.026065,0.01748,0.073307,0.014905,0.023397,0.0064376,0.013688,0.014718,0,0,0
0.017192,0.019728,0.03321,0.013438,0.040914,0.057637,0.021118,0.043056,0,0.062483,0
0.11867,0.10026,0.12358,0.088064,0.12424,0.08614,0.11327,0.11828,0,0.083944,0
0.07115,0.048121,0.04872,0.065035,0.041171,0.085364,0.063599,0.049036,0,0.075338,0
0.022491,0.051458,0.05197,0.015927,0.025966,0.015834,0.024722,0.033797,0,0.0038551,0
0.046795,0.032849,0.025694,0.034483,0.018715,0.033875,0.049424,0.029586,0,0.011047,0
0.12811,0.11315,0.13696,0.091146,0.15542,0.094467,0.093486,0.11759,0,0.093559,0
0.027157,0.04949,0.037164,0.057664,0.054993,0.068193,0.021609,0.045738,0,0.018352,0
0.027038,0.023667,0.024774,0.013936,0.060962,0.04802,0.039423,0.015387,0,0.058024,0
0.039044,0.015433,0.063897,0.075835,0.034132,0.063081,0.057885,0.068357,0,0.011047,0
0.041742,0.053559,0.029193,0.071598,0.071472,0.031295,0.020166,0.010701,0,0.072272,0
0.040907,0.022728,0.0354,0.009275,0.036978,0.003614,0.011701,0.030249,0,0.0050227,0
0.012642,0.057134,0.043271,0.056205,0.01554,0.047467,0.0084824,0.028143,0,0.064774,0
0.028602,0.021011,0.02459,0.01022,0.029814,0.050075,0.028553,0.025325,0,0.062868,0
0.032435,0.040809,0.041224,0.010674,0.027057,0.036565,0.073579,0.031413,0,0.078509,0
0.077153,0.056966,0.052695,0.078138,0.070559,0.084054,0.093568,0.08292,0,0.026306,0
0.041265,0.026635,0.0085996,0.019829,0.02213,0.064318,0.027066,0.043896,0,0.0062947,0
0.040736,0.019699,0.033342,0.058662,0.046229,0.012393,0.017131,0.042528,0,0.0066563,0
0.056793,0.031038,0.040212,0.017105,0.012241,0.022167,0.019418,0.07976,0,0.014761,0
0.036275,0.055584,0.057901,0.069534,0.035329,0.017156,0.042315,0.067067,0,0.074215,0
0.071979,0.066598,0.054387,0.07357,0.037237,0.067164,0.046827,0.073627,0,0.067392,0
0.035003,0.025442,0.041974,0.023511,0.028318,0.0046284,0.075101,0.026247,0,0.021447,0
0.040263,0.014695,0.02197,0.058427,0.018217,0.01888,0.030408,0.0063812,0,0.0070211,0
0.040474,0.044821,0.035976,0.069996,0.030982,0.021836,0.064293,0.040665,0,0.0086816,0
0.046024,0.037014,0.031615,0.026262,0.030391,0.0090756,0.033042,0.085147,0,0.022029,0
0.025357,0.049125,0.015463,0.0084474,0.040107,0,0.02513,0.02774,0,0.013598,0
0.039253,0.025127,0.02905,0.058451,0.056607,0.069321,0.041286,0.013445,0,0.00731,0
0.013831,0.01411,0.030761,0.020962,0.022159,0.020399,0.042087,0.031807,0,0.059204,0
