0,0,0,0.0020004,0,0.0013067,0.0010327
0.35596,0.33779,0.35749,0.42336,0.35814,0.41601,0.43789
0.0017305,0.32691,0.35142,0.097013,0.0020585,0.03834,0.036475
0.35312,0.33488,0.003887,0.27908,0.35511,0.30369,0.20361
0,0,0,0.0049943,0,0.0050584,0.007129
0,0,0,0,0,0,0.0012676
0.0017319,0,0.0028735,0.0033699,0.34953,0.37533,0.37757
0.35445,0.33718,0.35475,0.42903,0.0090934,0.06316,0.080821
0,0,0,0,0,0,0.0011427
0.002766,0.0044226,0.35295,0.043714,0.35395,0.39029,0.41831
0.35337,0.33371,0.0047844,0.39864,0.0047625,0.047643,0.041722
0,0,0,0.0034849,0,0.0020508,0.026645
0.35439,0.007067,0.35607,0.3802,0.35484,0.38144,0.36214
0.0013803,0.33159,0.0013802,0.056992,0.0027659,0.045215,0.064007
0.35489,0.33698,0.35499,0.3981,0.35712,0.40684,0.42146
0,0,0.0025864,0.027137,0,0.0027408,0.0086672
0,0,0,0,0,0.001226,0
0,0,0,0.0037258,0,0,0
0,0,0,0,0,0,0
0,0,0,0.0038787,0,0.0097401,0.012011
0.35173,0.33243,0.0018734,0.092033,0.35173,0.25108,0.27743
0,0.0016567,0.35026,0.078993,0,0.024637,0.022082
0.0015946,0.0014345,0.0035115,0.088457,0.0016819,0.09191,0.095123
0.0013189,0.0014392,0,0.025549,0.0018457,0.056531,0.026882
0,0,0,0.15926,0.0016051,0.010635,0.010534
0,0,0,0.004491,0,0.0021978,0
0,0,0.0010145,0.015332,0.0014087,0.0078463,0.032212
0,0,0,0.0020277,0,0,0.0011586
0,0,0,0.13332,0,0.026893,0.0084344
0,0.001211,0,0.044356,0.0015526,0.033939,0.033349
0,0,0,0.022814,0.0013445,0.18676,0.074741
0.35044,0.0011535,0,0.024318,0.0025054,0.059993,0.057852
0.0010129,0.0025948,0,0.070274,0.34767,0.031625,0.061847
0.0010767,0.3282,0.3503,0.046997,0,0.028766,0.14408
0.0013688,0.0015371,0,0.034626,0.0018699,0.050167,0.028907
0,0.001623,0.0025045,0.047877,0,0.011708,0.015361
0,0.0019376,0.001622,0.027638,0.0013219,0.015722,0.040175
0,0,0,0.020449,0.0010738,0.0061488,0.0065245
