0.0083329,0.0028258,0.0071331,0.015181,0,0,0.0078371,0,0,0,0,0,0,0,0,0.0097945,0,0,0,0,0,0,0.0084804,0,0.0061601,0,0,0,0,0.0054312,0,0.020589,0.0076657,0.0098115,0,0.020608,0,0,0,0.0055075,0,0.0070235,0,0.00031946,0,0,0.0081576,0,0,0.00066096,0,0,0,0,0,0.028196,0,0.0091833,0,0,0.011336,0.0063028,0.0082917,0.011601,0.010717,0,0,0.025119,0,0,0.012348,0.0016336,0,0
0.016213,0.026751,0,0,0,0,0.0026583,0,0.0082553,0.008295,0.006228,0.088492,0.020593,0.022093,0.026977,0.0040055,0,0.039193,0.0090949,0,0,0.012999,0.05078,0,0,0,0,0.019883,0.01406,0,0.0069288,0.029918,0.010098,0.012963,0.015296,0,0,0.0078702,0.0071722,0.013924,0.012016,0.0032142,0,0,0,0,0,0,0,0,0,0.026723,0.0063958,0.010964,0,0,0,0,0,0.019677,0.0024837,0.0092959,0.0054945,0.010745,0,0,0,0,0.023954,0.053002,0.0087794,0,0.0097636,0
0,0.0082756,0.0058476,0.019031,0,0,0.0055267,0.0064344,0,0.00526,0,0.01196,0,0.0018791,0.0066241,0,0,0.028324,0,0,0,0.0089368,0.012514,0,0,0,0.007255,0,0.010168,0,0,0.013488,0.015362,0.02019,0.0099709,0,0.005115,0,0.0073332,0,0,0.0015728,0.0018415,0,0,0.020409,0.0090532,0,0.044196,0,0.00064338,0.0026938,0.0049793,0,0,0,0.004367,0.0025243,0,0.0060386,0,0,0.030151,0,0.00052734,0,0,0.023688,0,0,0,0,0,0
0.96431,0,0,0,0,0.019964,0.0066254,0.0073912,0,0,0,0,0,0,0.00027612,0,0.0035076,0,0.0060424,0,0.0022247,0,0,0,0,0.001412,0,0.0031002,0,0.0040894,0,0,0.0014288,0,0.008163,0.0027223,0,0,0,0.0017701,0,0.0055552,0,0,0.01173,0.0048286,0.0038117,0.001273,0,0.0034274,0,0,0,0.0018617,0.00044319,0,0.0082734,0.0057019,0,0.0027171,0.0072858,0,0,0.0049957,0.0028134,0,0.0034488,0,0.0029458,0.00068472,0.0061815,0.0011407,0.0063345,0.0025273
0.022195,0.010085,0.0011464,0,0,0,0,0,0.0077197,0,0.0075911,0.0078186,0.010976,0,0,0.012384,0,1.8682e-05,0,0.020912,0,0,0,0.0004601,0.0036343,0.01285,0.0058053,0.010867,0.0083704,0,0.0096528,0.025193,0,0.0021366,0,0.0013757,0.0043027,0,0,0.00081402,0,0,0,0.0012955,0,0.01676,0,0.0055081,0,0,0,0.0074551,0,0,0,0,0.012542,0,0.010153,0,0,0,0.034887,0.0030669,0.0037956,0.0080652,0,0.0059372,0,0.0036104,0.0018477,0,0,0
0.034637,0.0097002,0.0016072,0.01872,0,0,0,0,0,0.0039386,0,0,0.011559,0,0.054087,0.001893,0.0095487,0,0,0.0040361,0,0,0,0.0052507,0.0045152,0,0.0052565,0,0.0058566,0,0.012586,0,0,0,0.0087083,0,0.0087956,0,0,0.026479,0.0020766,0,0,0,0,0,0,0.0030318,0.0033554,0,0,0.0052376,0,0.021654,0.0052464,0.030686,0,0,0.017066,0.00021473,0,0.029413,0,0,0.011988,0.0034295,0,0,0,0,0.00013355,0.0061965,0.0021431,0
0.043543,0,0,0,0.0045052,0,0.0078852,0.012451,0.034294,0.011729,0.037153,0,0.010203,0,0.08528,0.0045875,0,0.018985,0,0,0.02146,0,0.026044,0.010403,0.027118,0.017296,0.0026285,0.025527,0,0,0.04058,0,0.028737,0,0,0.011266,0.032223,0,0.0080971,0.025106,0.018137,0,0.013159,0,0,0,0.030565,0,0.016443,0.021845,0,0.029802,0,0.011909,0.038344,0.067421,0,0,0.005351,0.017838,0.018228,0.033896,0.013495,0,0,0,0.0045599,0,0.0062602,0,0.0057688,0,0.015035,0
0.0049526,0.0056979,0,0,0,0,0.0047707,0,0,0,0.006686,0.0019646,0.011784,0.02591,0,0,0,0,0.0011977,0,0,0,0.0044742,0,0,0,0.014004,0.02681,0,0.015284,0,0.0088167,0,0,0,0,0.0053781,0,0,0.0047824,0,0,0,0.0020954,0,0.028915,0.005929,0.0033626,0,0.0022321,0,0,0.0058925,0,0,0.0062388,0,0,0.0045003,0.032059,0,0,0.0096812,0.022884,0,0,0,0,0,0,0,0.0075847,0.026733,0.0019473
0.016872,0.012404,0,0.012803,0,0,0.011997,0.0002792,0.0031383,0.019432,0.0033874,0.0059944,0.021144,0.0010076,0.007464,0,0,0,0,0.038173,0.011676,0.026755,0.010125,0,0.034687,0,0.0098055,0.0066228,0.010381,0,0.017674,0.033055,0,0.013702,0,0,0,0.032244,0.0094887,0.0050261,0,0,0,0.0089249,0,0.01804,0,0.012127,0.022282,0.018565,0,0.018778,0.012433,0,0,0.012995,0,0.012026,0,0,0,0.011505,0.032318,0.036086,0,0,0,0.028385,0,0,0.015027,0,0.0048941,0
0.038285,0,0.0163,0.013257,0.085113,0,0.0068751,0.0055721,0.0087057,0,0,0.051294,0.0035628,0,0.0078501,0.031515,0.0030574,0.029055,0,0.026266,0,0.0096361,0,0,0.021661,0,0,0.023252,0.035401,0,0,0.017658,0,0.04354,0,0,0.045049,0,0.047478,0.015538,0,0,0,0.023402,0.041038,0,0,0.0017355,0.14503,0.0012193,0,0,0.015525,0,0.034736,0,0,0.034235,0.015848,0.022666,0,0,0,0.0072285,0.003523,0,0,0.05059,0,0,0.0104,0.019363,0.054296,0.0077029
