0.0067133,0,0,0,0.075837,0,0,0,0.077914,0,0.0023793,0.0043086,0,0.00074365,0.003702,0,0.0017141,0,0,0,0.0023566,0.0037087,0.00094974,0,0.08262,0.00048433,0.0039829,0,0,0.085032,0.0008534,0.0058006,0.0026081,0.0039559,0,0.0029757,0.00018423,0.089712,0.0019235,0,0.0027398,0,0.007119,0.097063,0,0,0,0,0.010005,0,0,0.00017494,0.096234,0.0014263,0,0,0,0,0.0017059,0,0,0.0010065,0.0018997,0.097022,0.0063408,0.0093618,0.004797,0.0076703,0,0.007003,0,0.00038185,0,0
0.063911,0,0.0021567,0,0.0022544,0,0,0,0.075679,0,0.0031269,0.0029483,0,0,0.067907,0,0.0022521,0.004496,0,0,0.0031229,0.0021518,0.0030637,0,0.013839,0.0034285,0.0012585,0,0.0018607,0.086801,0.0028383,0.081349,0.0015491,0.087122,0,0,0.089663,0.0093563,0.0024994,0,0.086854,0.00061649,0,0,0,0,0.0077698,0,0.0047573,0.0025714,0,0,0.0016244,0,0.0063964,0,0,0,0.011432,0,0.0033708,0,0.0028874,0.0027046,0.0031093,0.11408,0.10132,0.0010953,0.00063247,0.0042722,0,0.0020926,0.0017318,0.1015
0.071241,0,0.070544,0,0.0031677,0,0,0,0.083675,0,0.077535,0.07893,0.00051739,0.0010656,0.028019,0,0.0033011,0.0014889,0,0,0.0052098,0,0.082629,0,0.0032931,0,0.0020691,0,0,0,0.0017867,0,0.093124,0.084319,0,0.00089645,0,0.097353,0,0,0.10036,0,0.016616,0.010162,0,0,0.0026499,0,0.0020432,0,0.0024386,0.0013899,0,0.00086333,0,0.0060896,0,0,0.00074891,0,0,0,0.10052,0.10135,0.0052888,0.010369,0.1039,0.011668,0,0.0069844,0,0,0,0.0014541
0.0056963,0.0019916,0.0025756,0,0.0028555,0,0,0,0,0,0.0022334,0.011231,0.002026,0.0018528,0.0085392,0,0.080542,0.0049809,0,0,0.0010544,0.0040637,0.0009704,0,0.0044571,0,0.0010355,0.0009084,0,0.092062,0.0035713,0.0039815,0.0099364,0.0064157,0,0.0061422,0.0043036,0.00050147,0.0030606,0,0.0089764,0,0.027989,0.0078712,0,0,0.0046446,0,0.012093,0,0.0058426,0,0.099826,0,0,0.0992,0,0,0.01196,0,0.0037834,0,0.01801,0.0037212,0.10134,0,0.0019973,0.019318,0,0.0042418,0,0,0,0.0065483
0,0,0,0,0,0,0,0,0.0026731,0,0.076823,0.0024709,0.0002125,0.073432,0.010328,0,0.080884,0,0,0,0.0034546,0.081232,0.00046046,0,0,0,0,0,0,0.0023921,0.0063556,0.085203,0.010449,0.0016861,0.00023575,0.0039493,0.093985,0.089372,0,0,0.011524,0,0.017459,0.0048683,0,0,0,0,0.0056903,0,0.0039626,0,0,0,0,0.00077877,0,0,0.0093098,0,0.01091,0,0.0036524,0.10374,0.0053844,0,0,0.0094869,0,0.0019553,0,0,0,0.012955
0.064623,0,0,0,0.0014003,0,0,0.0023409,0.076418,0,0,0.0063248,0,0.075819,0.024816,0,0.081223,0.0015504,0,0,0.0043914,0.084161,0.0051873,0,0.0057878,0.0018247,0.0029758,0.0019505,0,0.082895,0.0052134,0,0,0.085929,0,0.0071632,0.0032151,0.093521,0,0,0.0024612,0.00074193,0.01427,0,0,0,0,0.0043416,0,0,0.0060505,0.0010158,0,0,0,0,0,0,0,0,0.0078735,0,0.094733,0.0038092,0.0030202,0.12056,0,0.0021111,0,0,0,0,0,0.0082011
0.0094793,0,0.078818,0,0.076695,0,0,0,0.081188,0,0.0082756,0.090738,0,0.085818,0.067426,0,0,0.080161,0,0,0.007612,0.081498,0.0053758,0,0.012255,0,0.089104,0,0,0.013188,0.0048728,0.087387,0.0015323,0.0046688,0,0.087368,0.0047744,0.094286,0,0,0.1078,0,0.017609,0.11007,0,0,0.014135,0,0.0093909,0,0.10576,0,0.10944,0,0,0.015603,0,0,0.0064467,0,0.0015006,0,0.016715,0.098508,0.0093984,0.0060798,0.0090378,0.013948,0,0.01741,0,0,0,0.10593
0,0,0.0015671,0,0.0020659,0,0,0,0.0029269,0,0,0.09117,0,0.01017,0.0070817,0,0.08057,0,0,0,0.00043584,0.0043404,0.0057509,0,0.088926,0,0.0071094,0,0,0.001952,0.0011659,0.008902,0.092438,0.010297,0,0.00039548,0.0052076,0.096503,0,0,0.0061713,0.00018604,0,0.0035326,0,0,0.0046052,0,0.0082817,0,0.0029296,0,0,0,0,0.0016299,0,0,0.0055351,0,0.00187,0,0,0.0080123,0.002622,0.01481,0.1024,0.003668,0,0.0011959,0,0,0,0
0.005214,0,0.0017262,0,0.00068037,0,0,0.0016774,0.00097296,0,0.078768,0.011393,0,0.0057945,0.013207,0,0.00050408,0.078425,0,0,0.079776,0,0.087388,0,0.084103,0,0.085581,0,0,0,0.0048787,0.0044848,0.082671,0.0061876,0,0.0032077,0.0019067,0.0018834,0,0,0.0053145,0,0.0017291,0,0,0,0.0099181,0,0.0072804,0,0.0078067,0,0.097693,0,0,0.0032909,0,0,0.00053091,0,0.0061688,0,0.0030447,0.0058283,0,0.0042151,0.0042748,0.0096115,0,0,0,0,0.00077902,0.001036
0.06665,0,0.07348,0,0.00028802,0,0,0.00085492,0.074912,0,0.075483,0.010659,0,0.077632,0.10382,0.0028449,0.082892,0.0047451,0,0,0.078358,0.0096048,0,0,0.01618,0,0.01007,0,0,0.09251,0.088541,0.0034646,0.0067453,0.088026,0,0.0034039,0.0085615,0.0017953,0,0,0.091725,0,0,0.028844,0,0,0.10056,0,0.010893,0,0.10931,0,0,0,0,0.0039914,0,0,0.10538,0,0.00065081,0,0.097701,0.005364,0.00086358,0.0051599,0.10581,0.0058639,0,0.12085,0,0,0.0056603,0
0.070893,0,0.074892,0,0.0751,0,0,0,0.080737,0,0.077285,0.010839,0,0.077231,0.085826,0.0019071,0.080844,0.0069546,0,0,0.080911,0.0028204,0.0053013,0,0.085544,0,0.00036236,0,0,0.0017738,0.0032804,0.01292,0.089074,0.088601,0,0.0075137,0.097012,0.0074033,0,0,0,0,0.11371,0.0058743,0,0,0.0093668,0,0.091302,0,0.086715,0,0.0099828,0,0,0.0048653,0,0,0.0027975,0,0.00039406,0,0.006218,0.096661,0.010289,0.014286,0.10647,0.0076076,0,0.10744,0,0,0.0006112,0.012081
0.068953,0,0.069718,0,0.071398,0,0,0,0.0015872,0,0.072659,0.018096,0.00094387,0.0037779,0.012339,0,0.07674,0.0047892,0,0,0.0031664,0.0037308,0.082648,0,0.002705,0,0.080855,0,0,0.010575,0.00044131,0.006947,0.0057127,0.0041616,0,0.0042287,0.0061825,0.0075694,0,0,0.0058459,0,0.010862,0,0,0,0.007076,0,0.0031774,0,0,0,0,0,0,0.0062575,0,0,0.005344,0,0.0066998,0,0.0067036,0.0077483,0.00079481,0,0.0047568,0,0,0.0080772,0,0,0,0
0.064195,0,0.00085188,0,0.072569,0,0,0,0.077117,0,0.003458,0.022542,0,0.0017337,0.014823,0,0.0050286,0.0056579,0,0,0.081222,0.0877,0.079212,0,0.081082,0,0.0043964,0.00066886,0,0.086042,0.0079684,0.0041944,0.089678,0.0053233,0,0.0025511,0.00023157,0.0041263,0,0,0.0099788,0,0.11538,0.0020426,0,0,0.097153,0,0.0026278,0,0,0,0,0,0,0.099569,0,0,0,0,0.0012949,0,0.0064342,0.00772,0.0019136,0,0.10418,0.10918,0,0.012679,0.00059348,0,0,0.10661
0.065822,0,0.0032737,0,0,0,0,0,0.081106,0,0.078689,0.097635,0,0.083883,0.047857,0,0.091514,0.012636,0,0,0.089948,0.00050185,0.0058929,0,0.093453,0,0.08532,0,0,0.092408,0.0022789,0.09568,0.086528,0.086836,0,0.011887,0.10035,0.10014,0,0,0.0054952,0,0.10924,0.0085569,0,0,0.0020449,0,0.010127,0,0,0,0.012832,0,0,0.0065186,0,0,0.0063483,0,0,0,0.10989,0.013955,0.099575,0.11101,0.0050048,0.01119,0,0.0037958,0,0,0,0.12106
