0.010287,0.0036246,0.0045482,0,0,0.0064073,0,0.01426,0.0054741,0,0,0,0.014125,0.0022448,0.032105,0,0.018992,0,0.014119,0,0,0.0028793,0,0,0.0045906,0,0,0,0,0.0024719,0.013084,0.0012877,0.010596,0.00060496,0.0013586,0.018592,0.0032708,0,0,0.015393,0,0,0.013653,0,0.0026996,0,0.0085907,0.0062458,0.036597,0.013026,0.011123,0,0.010655,0,0,0.0027935,0.022035,0,0,0
0.011345,0,0,0.015532,0,0.014531,0,0,0,0.0097503,0.021198,0.0030064,0,0,0.033599,0,0.0051797,0,0.0065472,0,0.0078873,0.0081286,0,0.080749,0,0,0,0,0,0.0215,0,0,0,0,0,0,0.010823,0.0055273,0,0,0.0018674,0,0.018772,0,0.0073629,0.0089447,0,0,0.0018966,0.023393,0,0.0063026,0,0,0,0,0.011806,0,0.0019465,0.02271
0.0012772,0,0.0062441,0,0,0,0,0.011754,0,0,0,0,0,0.010679,0.033968,0,0.0091556,0,0,0.0080139,0.011969,0,0.010273,0.0078669,0,0,0,0,0,0.014032,0.0012227,0,0.011105,0.0055046,0,0,0.016439,0.010158,0,0.012719,0.014942,0,0.027687,0,0.00057243,0,0.0049936,0,0.011689,0.0055334,0,0.0054274,0,0.0038691,0.005307,0,0.009972,0,0,0
0.9562,0,0,0.0014759,0,0,0,0.0020795,0.0051985,0,0.0083494,0.00932,0.003299,0.0099115,0,0.0017163,0,0.0014464,0,0.0038499,0.00066857,0.0084327,0.0012642,0,0.00882,0.0091372,0.0042531,0,0,0.0014834,0,0.00099983,0.00069229,0.0034284,0,0.00082948,0,0,0,0.006148,0.0079789,0,0.0072824,0,0.0067846,0,0.0051436,0.0019102,0,0.012158,0.0039266,0,0,0.0012126,0.011548,0.0014856,0.0023074,0,0.0065046,0.0056472
0.024067,0,0,0.0054054,0,0.014804,0.0048841,0,0.0038385,0.0045479,0,0,0.0027987,0,0.031242,0.0015716,0.0087932,0,0.01469,0,0,0,0.0046337,0.0012751,0,0.0055633,0.013492,0,0.0003572,0,0,0,0,0,0.0051857,0,0.00037845,0,0.0024614,0.00080463,0.019504,0,0,0,0.0090543,0,0,0,0,0,0.017112,0,0.0176,0,0.011406,0,0,0.0065673,0.0027803,0.0088316
0.037241,0,0.0050939,0,0,0.0060616,0.0094443,0.035505,0,0,0,0.03314,0.0093365,0,0.010293,0.00045565,0,0,0.0035382,0,0,0,0.0019033,0,0,0,0,0.0015591,0.0073199,0,0.024762,0,0,0,0,0.0012729,0,0,0.0040767,0.015997,0,0,0.0023857,0,0.009837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.054897,0.020072,0,0.017569,0.0034149,0,0,0,0,0.032612,0,0,0,0,0,0.0059543,0.0083336,0.036672,0.002257,0,0,0,0,0,0,0,0.011098,0.019012,0.0080793,0.022676,0,0.0077507,0,0.054479,0.0076615,0.015767,0,0.0093455,0.026632,0,0,0,0.017841,0,0,0.021457,0,0,0.010847,0,0,0,0,0.01609,0,0.02041,0.0090787,0.031863,0.0083915,0
0.0010036,0,0,0.020383,0,0.010226,0,0.0057858,0.0071412,0.0099988,0,0.01409,0.014185,0,0.033038,0,0.014013,0.00068561,0,0.002376,0,0.0051696,0.0081489,0,0.013804,0.0029345,0,0,0,0,0,0,0.013579,0,0.001115,0,0,0,0.00070446,0.0067839,0.032476,0,0,0,0.023137,0,0,0,0,0.0032274,0.008255,0.0054819,0.01883,0.02459,0,0.0078346,0.002234,0,0.022961,0
0.02231,0,0,0,0,0,0,8.8134e-05,0,0,0.0012655,0,0.010411,0,0.0037353,0,0.0013155,0.006151,0.0025565,0,0.02709,0,0.0050476,0,0,0,0,0,0,0,0,0,0,0,0.039936,0,0.0090062,0.018566,0,0,0.013802,0,0,0,0.024728,0,0,0.0064046,0,0.029961,0,0.01935,0,0.012284,0,0.024775,0.0022734,0.011211,0.01056,0.007888
0.050094,0.011821,0.021444,0,0.099172,0,0,0,0.0030933,0,0,0.04949,0,0,0.16244,0.013868,0,0,0.035904,0,0.019165,0,0.014629,0.054207,0,0.02395,0,0,0.0050467,0,0,0,0.044096,0.033216,0.046195,0,0.044317,0.048314,0.031697,0.0093845,0,0,0,0,0.019544,0,0,0.027466,0,0,0.010159,0.034099,0.0094356,0.026599,0,0,0.036199,0.032833,0.059455,0.04683
