0.11181,0.034084,0.03518,0.0013823,0.23315,0,0.003704,0.0074969,0,0.18044,0.2102,0.0092705,0.0072782,0.038823,0,0,0.013421,0.23593,0.029704,0.012358,0.013937
0.16121,0.017856,0.31646,0.039014,0.0055277,0.24429,0.015249,0.26763,0,0.31264,0.018772,0.017904,0.049968,0.27938,0.063091,0.27056,0.012555,0.26856,0.28196,0.010958,0.27059
0.21811,0.28967,0,0.3184,0.2567,0.047139,0.25385,0.016861,0.26975,0,0.25702,0.25588,0.23226,0.010473,0.24238,0,0.26002,0.0043319,0.0047181,0.27361,0.0070601
0.011669,0.00104,0.0023728,0.0080288,0.0019409,0.0016804,0,0,0,0.001784,0,0.0042733,0.0053996,0.0017439,0,0.0031051,0,0.0030891,0,0,0.0014855
0.012199,0.01221,0.023409,0.13826,0.0023423,0,0,0.0051068,0,0.021764,0.013927,0.0010922,0.014363,0,0.0086206,0.23085,0.002866,0.013867,0.019594,0,0
0.31149,0.26984,0.18334,0.1342,0.015372,0.27066,0.26129,0.26682,0.2511,0.27365,0.044428,0.26149,0.25358,0.2419,0.25688,0.033526,0.25216,0.018968,0.26211,0.27376,0.25872
0.11353,0.090433,0.073175,0.16728,0.24181,0.013937,0.26997,0.024115,0,0.33627,0.27326,0.024585,0.27335,0.021717,0.06688,0.26049,0.0076299,0.26916,0.030605,0.023747,0.27613
0.14391,0.069661,0,0,0.01228,0.0061626,0.0036836,0.0047322,0.0040758,0,0.0188,0,0.0029956,0.022913,0.044305,0.004715,0.006202,0.013459,0.23845,0.25718,0.0024079
0.098328,0.155,0.25694,0.17524,0.006797,0.27814,0,0.25318,0.24812,0,0,0.25789,0.0029742,0.25801,0.02914,0,0.25349,0,0.015448,0.0069244,0.0024142
0.026703,0.0038123,0,0.029839,0,0.005043,0,0,0.018894,0.0026087,0.0012776,0.0026071,0.0038352,0,0.0064958,0.0043897,0.0029533,0.0015738,0.0027382,0.0015257,0
0.2752,0.24665,0.30174,0.28172,0.0062089,0.057215,0.25042,0.029218,0.045994,0.091651,0,0.2615,0.25615,0.049415,0.031608,0.24987,0.26332,0,0.26274,0.25191,0.25654
0.014776,0,0.0062677,0,0.0016215,0,0.0048925,0.0028625,0.005145,0.0026505,0.0078592,0.0040955,0.0076997,0.0033013,0.010229,0.002652,0,0,0,0.0026393,0.0023597
0.036318,0.010092,0,0.06033,0.25319,0.22682,0.0057721,0.25461,0.0087625,0.16956,0.27127,0,0.013876,0.22564,0.23242,0.0041416,0.0082749,0.26934,0.0034501,0.015328,0.0098592
0.013018,0.0020751,0,0,0,0,0,0.002164,0.0026738,0.0033862,0.0010502,0,0,0.0042153,0.0090941,0.0029321,0,0,0.0054973,0.0016554,0.0010379
0.0041911,0.025233,0,0.012126,0,0.012388,0.0017649,0,0,0,0.0026924,0,0,0,0.0088548,0.0034538,0,0.0046708,0,0,0.0021166
0.013713,0.009238,0,0,0.0019708,0,0.0027713,0.002886,0.0074505,0.011811,0.0011843,0,0,0.0085145,0.012118,0,0.0010835,0.0018553,0.0062555,0.013339,0.0033774
