0.24128,0.0037842,0.0040367,0,0.0018876,0.091183,0,0.0016132,0.24743,0.0058777,0,0.0048684,0.0068618,0.003607,0.007107,0.0079142,0.24003,0.23575,0.24643,0.0057567,0.0037319,0.0056979,0.0028273,0.0062961,0.23314,0.0021075,0.0045831,0.0062558,0.010018,0.0056026,0.20323,0.0024714,0.015246,0.0063909,0,0.23191,0.0028332,0.037442,0.003271,0.0038619,0.0046389,0.0071035,0.0028151,0.0025142,0,0,0.23492,0.0064208,0.23717,0.010184,0.0040268,0.23644,0.0060654,0,0.00304,0.0035053,0.010225,0.0021097,0.0019814,0.05829,0.22307,0.0063868,0.023619,0,0.22615,0.0072625,0.0045237,0.0042206,0.0033909,0.0076046,0.011939,0.0088957,0.22897,0.0025602,0.020836,0.0070039,0.0047945,0.0082736,0.22468,0.0075123,0.23006,0.0091344,0.022437,0.021512,0.0069775
0.0030935,0.011724,0.0088728,0.01289,0.25854,0.30091,0.25775,0.011373,0.0045388,0.011322,0.2512,0.26273,0.25898,0.25304,0.0092994,0.016328,0.25868,0.24725,0.2536,0.006122,0.015313,0.25136,0.0080634,0.0055796,0.24721,0.25526,0.0074538,0.0066877,0.25974,0.010275,0.059901,0.25336,0.037861,0.25563,0.01448,0.010753,0.24936,0.1314,0.011532,0.25826,0.016849,0.0018203,0.26756,0.26163,0.013131,0.25089,0.25343,0.24698,0.013105,0.25739,0.012995,0.26341,0.016779,0.013104,0.24973,0.03749,0.26129,0.0091106,0.026849,0.24447,0.26393,0.0025759,0.25504,0.020713,0.010819,0.26282,0.021964,0.018001,0.023978,0.25544,0.25637,0.026171,0.26275,0.25209,0.25044,0.26811,0.24932,0.022145,0.035945,0.26751,0.02418,0.028122,0.24364,0.032757,0.016004
0.25585,0.24894,0.2523,0.25905,0.0075534,0.078135,0.009895,0.25076,0.25595,0.2596,0.011393,0.0043153,0.0061128,0.0053412,0.2506,0.25607,0.0016164,0.0056403,0.0038051,0.26028,0.25952,0.014108,0.25462,0.26756,0.011143,0.0093375,0.2576,0.26135,0.0080553,0.25877,0.27779,0.0083377,0.24463,0.019003,0.25636,0.25035,0.012952,0.226,0.26011,0.0086382,0.26331,0.27268,0.012444,0.017777,0.25509,0.012883,0.014277,0.025057,0.24686,0.012605,0.26114,0.010492,0.26068,0.26542,0.031765,0.25641,0.010589,0.26401,0.25231,0.060004,0.012137,0.26791,0.025233,0.2687,0.25677,0.018254,0.2508,0.25829,0.25347,0.012556,0.012152,0.24594,0.011161,0.020698,0.031208,0.0093228,0.013197,0.25457,0.24062,0.018989,0.24533,0.2641,0.050088,0.26483,0.26632
0.002033,0,0,0,0,0.0057222,0,0.0011999,0,0,0,0,0,0.0032446,0.0012329,0,0,0,0,0,0,0,0,0,0.0024328,0,0,0,0,0,0.013025,0,0.0025064,0.001262,0,0.0016876,0,0.013639,0,0.0024464,0,0,0.0014414,0,0,0.001046,0.0037875,0,0,0,0,0.0022828,0,0,0.0036173,0.0029631,0.0052774,0,0,0.0011069,0.0017591,0,0.0014707,0.0046157,0,0.0017889,0,0,0.21536,0,0.0040338,0.0055592,0,0,0,0,0,0.0010115,0.0030773,0.0061967,0,0.0030241,0,0,0
0,0.0054899,0.0013843,0.0082058,0.0021736,0.031643,0.0024402,0.0022563,0,0,0,0.0011025,0.0049956,0.24287,0.0015304,0.0013587,0.0011658,0.0010164,0.0011373,0.003434,0.002995,0,0,0,0.0062495,0.0068299,0.0021143,0,0.0060668,0,0.0039885,0,0,0.0067365,0,0,0,0.0020955,0,0,0.0058316,0.0029197,0.0034367,0.0030853,0.24011,0.001574,0.0052317,0.0017423,0,0,0.0078101,0.0069391,0.0057371,0.0056315,0.0019977,0.021037,0.2384,0.24789,0,0.0072873,0,0.0022487,0.0020107,0.20558,0.22296,0.23621,0.0097233,0.24668,0.0061576,0.23336,0,0.0044032,0.0020989,0.0012753,0.0014547,0,0,0.0046364,0,0.010409,0,0,0,0,0.0020446
0.014349,0.25381,0.2585,0.25896,0.26311,0.28171,0.26012,0.25568,0.013409,0.26747,0.25376,0.2656,0.026983,0.012461,0.25547,0.26669,0.25705,0.24989,0.012296,0.2552,0.26445,0.25887,0.25793,0.26426,0.24805,0.25505,0.262,0.26521,0.26095,0.26491,0.27338,0.25776,0.27336,0.26562,0.25579,0.25364,0.25928,0.32854,0.26597,0.26181,0.26691,0.018736,0.016494,0.26942,0.022416,0.25523,0.25992,0.26324,0.25476,0.26829,0.020702,0.0392,0.26598,0.26844,0.26629,0.26499,0.0255,0.016496,0.27344,0.28621,0.26915,0.010126,0.2711,0.055839,0.035207,0.033711,0.26371,0.027417,0.046627,0.021072,0.25995,0.25952,0.26728,0.26307,0.27559,0.27684,0.25999,0.26422,0.25892,0.02942,0.26085,0.28246,0.27732,0.28343,0.27027
0.24563,0.0048825,0.25268,0.003988,0.005341,0.25284,0.0081159,0.25362,0.25303,0.012756,0.24976,0.0098821,0.01045,0.2549,0.008853,0.0087168,0.25656,0.0074901,0.24903,0.0081643,0.01712,0.01539,0.24932,0.016749,0.24543,0.24849,0.0066096,0.0035242,0.012777,0.0098147,0.020976,0.25139,0.26412,0.020108,0.24955,0.23752,0.0067618,0.10237,0.015667,0.25027,0.25743,0.0091382,0.0082807,0.024594,0.25768,0.014536,0.018799,0.028329,0.010119,0.25175,0.013607,0.25747,0.0097137,0.0083113,0.25955,0.2618,0.253,0.2645,0.25527,0.022203,0.026312,0.0043926,0.013279,0.032662,0.0086223,0.26166,0.019347,0.01505,0.013372,0.25079,0.24989,0.25094,0.015824,0.016075,0.010986,0.25935,0.009522,0.026049,0.259,0.26389,0.23864,0.023649,0.24303,0.032812,0.25396
0.0041312,0.005037,0.0019768,0.0088133,0.0037013,0.052209,0.0044207,0.003512,0.006109,0.0050027,0.0091102,0.0015844,0.004937,0,0.0039694,0.2526,0.0027681,0.0084972,0.0054806,0.0083895,0.25756,0.0080104,0.008184,0.0158,0.01002,0.0089997,0.0064252,0.0067417,0.25104,0.005768,0.29481,0.0047618,0.0058375,0.0011082,0.0064931,0.013522,0.0062876,0.027265,0,0.0091536,0.0074868,0.0084107,0.0051429,0.010645,0,0.0081955,0.0060039,0.0052958,0.0099005,0.0062117,0.0056514,0.011587,0.0096651,0.010612,0.0065911,0.0073853,0.015356,0.0057275,0.0037947,0.22623,0.01308,0.26095,0.23802,0.0086315,0.0096247,0.015887,0.010995,0.0088025,0,0.0095765,0.010856,0.0077661,0.019559,0.011124,0.24487,0.014169,0.0081317,0.0073508,0.010824,0.010311,0.015853,0.25392,0.043066,0.22433,0.010752
0.01007,0.24389,0.0037737,0.25068,0.25527,0.053589,0.25192,0.0051595,0.0026192,0.25543,0.0037432,0.25383,0.2479,0.0010887,0.24603,0.0071218,0,0.23854,0.001661,0.2495,0.0024063,0.24265,0.0057471,0.012401,0.0022184,0.0019301,0.24905,0.26203,0.0058511,0.0099271,0.027749,0.0030552,0.0094049,0.25262,0.017062,0.0047117,0.24737,0.20223,0.25557,0.0089273,0.012278,0.2582,0.2607,0.24399,0.0091768,0.24361,0.2364,0.23625,0.23829,0.0080515,0.25716,0.0017376,0.25873,0.01898,0.0084849,0.016051,0,0,0.018537,0.02908,0.23734,0.0066659,0.021476,0.24822,0.24416,0,0.010969,0.020226,0.24534,0.0048156,0.0014945,0.0072055,0.23659,0.24283,0.01816,0.0041226,0.24631,0.24009,0.0047465,0.0077943,0.013608,0.012618,0.0072802,0.02414,0.01359
0.0018314,0.00398,0.0013601,0.0031565,0.0028846,0.0081567,0.0046879,0,0,0,0.0010478,0.0038345,0.0017843,0.0046668,0.0010612,0.0049916,0.001812,0,0.0011973,0.0024456,0,0,0.0017755,0.0020741,0,0.00261,0.00175,0,0,0.0050964,0.003774,0.0022484,0.0029342,0,0.0012495,0.0037503,0.0026409,0.024008,0.0041299,0,0.001938,0,0.0013143,0.0058176,0,0,0.0028164,0.0034378,0.0019633,0,0,0.0012574,0.0030205,0.24177,0.0048267,0.005714,0.0016174,0.0010864,0.0047497,0.032998,0.003745,0,0.0070704,0.0047341,0.0052482,0.0012358,0.22833,0.0041566,0.022925,0.0029041,0.0067183,0.0047981,0.0051854,0.0042491,0.011661,0,0,0.0031532,0.0023347,0.0054176,0.0054235,0.0033435,0,0.019134,0.0041027
