0.23957,0.0094276,0.0086587,0.0051303,0.0012693,0,0,0.24861,0,0,0.004751,0.0067431,0,0.011746,0.0062735,0.23988,0.23618,0.24532,0.0046965,0.0046081,0.10874,0.0031005,0.0035201,0.0020984,0.010913,0.0070675,0.0076387,0.0025034,0.0046172,0.014589,0.0022379,0.23687,0.0072703,0.0017843,0.031457,0.011143,0,0.0071448,0.23598,0.0072227,0.015017,0.004385,0.0033641,0,0.0077234,0.0058188,0.23608,0.23781,0,0.0039137,0.0057651,0.23924,0.026127,0.19455,0,0.0045689,0,0.22328,0.0028006,0,0.0062253,0.0038327,0.011365,0.0048595,0.0059944,0.0076708,0.004066,0.0058853,0.0059536,0.022151,0.018959,0.01131,0.0079703,0.01403,0.22841,0.21634,0.010836,0.012105,0.013462,0.0041809,0.009565,0.0093727,0.22118,0.20723,0.022548,0.019166,0.074738,0.031087
0.0050933,0.016011,0.013146,0.26234,0.013833,0.2589,0.014015,0.0066336,0.25391,0.0092916,0.26113,0.0074148,0.25286,0.013499,0.26,0.25995,0.24503,0.25863,0.0072687,0.012353,0.17953,0.0046954,0.25221,0.25517,0.2638,0.0035345,0.010359,0.0082055,0.0074892,0.17831,0.25696,0.24349,0.25755,0.25331,0.16244,0.24591,0.0089759,0.25086,0.01242,0.25765,0.03663,0.014021,0.26117,0.26857,0.0046923,0.26041,0.033042,0.25845,0.017166,0.012106,0.016234,0.012315,0.26416,0.2896,0.011584,0.26586,0.2558,0.0096607,0.012613,0.017169,0.0017741,0.25614,0.27842,0.032876,0.028498,0.015852,0.23689,0.034167,0.019083,0.25225,0.25581,0.016961,0.02127,0.034185,0.25725,0.26714,0.25447,0.016343,0.013968,0.026256,0.017479,0.025446,0.25644,0.022021,0.26856,0.04035,0.19697,0.16616
0.25453,0.2436,0.24817,0.0044653,0.25762,0.0094832,0.25058,0.2548,0.010287,0.2603,0.0060319,0.25249,0.0048312,0.25808,0.009138,0.0013351,0.0076824,0.002619,0.25668,0.25907,0.2162,0.25791,0.011532,0.0069962,0.0055714,0.26424,0.26413,0.25493,0.25994,0.16097,0.0053946,0.008801,0.018857,0.011316,0.16228,0.043154,0.25745,0.018254,0.24405,0.016953,0.24102,0.26138,0.0061867,0.011161,0.26762,0.013411,0.2546,0.0090107,0.25369,0.26326,0.26276,0.24488,0.018688,0.022296,0.2626,0.0068554,0.01636,0.26048,0.25563,0.25782,0.2697,0.0098602,0.0068045,0.25269,0.25201,0.261,0.051251,0.25091,0.25729,0.022946,0.027376,0.26465,0.24789,0.24215,0.014304,0.015599,0.023047,0.26576,0.26993,0.27124,0.2623,0.26272,0.010647,0.26437,0.027293,0.26512,0.18139,0.18478
0.0025706,0,0,0,0,0.0010334,0.00479,0,0,0.0014074,0,0.0034659,0.0016844,0,0.0043095,0.002304,0,0,0,0,0.0087186,0.0043053,0,0,0,0.0043983,0,0,0,0.019522,0.0014738,0.0019564,0,0.0015139,0,0.0034223,0,0.0028959,0.0027166,0.0051602,0,0,0.0021708,0.0022026,0.001599,0,0.0073446,0.0021436,0.0017047,0.010818,0,0.0014006,0.003532,0.0022744,0,0.0058163,0,0.0030874,0,0,0.0024561,0.0034056,0,0.0043604,0.0020698,0,0.0013665,0.0021486,0,0.0027071,0,0.0041302,0,0.0037165,0.0025432,0,0,0,0,0,0,0.0013187,0,0.0074219,0.0010797,0,0.0049435,0.008106
0.0014417,0.0051825,0,0,0.0044388,0.0052873,0.0079298,0.0025278,0,0.0048163,0.0026215,0.0019165,0.24424,0.0010197,0.010555,0.0082278,0,0.0017587,0.002092,0.0031741,0.019711,0.0030879,0,0.0056971,0.010084,0,0.002563,0.005639,0,0.035748,0,0.0095336,0.0091325,0,0.018966,0.015107,0,0,0.001826,0.0018661,0,0.0010205,0,0.0065804,0.0028011,0.0029551,0.0014157,0.0037405,0.24797,0.010719,0.0046988,0,0.0099508,0.012863,0.0042262,0.24737,0,0.21863,0.0040985,0.25252,0.0042189,0.0049472,0.0073299,0.0063424,0.0044432,0.24495,0.0063212,0.013767,0.0087332,0,0.0042157,0.0064092,0.0066324,0.0074666,0,0.030131,0,0.0030207,0,0.012427,0.0043352,0,0.0048135,0,0,0.0018629,0.032723,0.0032385
0.0094874,0.25283,0.25702,0.26617,0.26206,0.25924,0.24951,0.012869,0.25293,0.26133,0.26514,0.25492,0.011385,0.26736,0.01636,0.0098818,0.25308,0.25648,0.25104,0.26304,0.30231,0.25385,0.25562,0.25402,0.25806,0.26536,0.265,0.25601,0.26469,0.26314,0.25505,0.24271,0.26452,0.26045,0.29581,0.26182,0.25393,0.25504,0.24787,0.2573,0.27612,0.26805,0.26281,0.011404,0.011747,0.26381,0.26106,0.26182,0.017878,0.015113,0.26494,0.2532,0.26331,0.27871,0.26758,0.015469,0.26586,0.037447,0.26023,0.0092929,0.0075727,0.25715,0.27757,0.27319,0.26604,0.028707,0.26968,0.26778,0.26586,0.27248,0.26133,0.26921,0.26434,0.25686,0.2663,0.23888,0.27083,0.27445,0.2775,0.27549,0.271,0.28373,0.25982,0.28087,0.28475,0.28387,0.30767,0.32287
0.24516,0.0059643,0.25721,0.010737,0.0024134,0.0050343,0.25533,0.25554,0.25249,0.008924,0.0094264,0.0079801,0.25446,0.0067636,0.0083312,0.25552,0.0082853,0.25436,0.0072373,0.010239,0.16273,0.24424,0.0089242,0.24974,0.012151,0.0057018,0.021513,0.0088136,0.0089011,0.06516,0.25384,0.23774,0.022956,0.018728,0.044818,0.25529,0.24977,0.017328,0.24237,0.24666,0.26162,0.021193,0.25508,0.011703,0.0076329,0.25296,0.023423,0.016592,0.25613,0.017302,0.01487,0.010948,0.24569,0.27183,0.0068074,0.2588,0.019288,0.015837,0.25676,0.26922,0.004145,0.01889,0.26789,0.026924,0.2607,0.023654,0.02247,0.26319,0.014097,0.013496,0.037857,0.25438,0.01652,0.25429,0.017196,0.26028,0.015077,0.24983,0.0028244,0.24256,0.2636,0.017901,0.024199,0.013536,0.025204,0.13262,0.097801,0.12504
0.0045498,0.0081645,0,0.0025565,0.010817,0.0044111,0.0054754,0.0044136,0.0086038,0.0024624,0.0040876,0,0,0.25299,0.0067562,0.0019789,0.0083681,0.0019787,0.0060271,0.25969,0.20166,0.0077979,0.01235,0.0064673,0.25057,0.0061139,0.016676,0.0026614,0.0048582,0.13141,0.0034673,0.0087299,0,0.001929,0.030713,0,0.0045883,0.010681,0.0057157,0.012064,0.0079391,0,0.010169,0.0042384,0.0067595,0.0061385,0.24298,0.0058451,0,0,0.0074601,0.0050866,0.017759,0.030728,0.0088453,0.0083324,0.0056051,0.01157,0.0039698,0.0029906,0.26376,0.0034372,0.013692,0.0056971,0,0.0073542,0.023814,0.0017745,0.014031,0.24357,0.0096581,0.012623,0.01005,0.0085064,0.016557,0.0096899,0.24199,0.013274,0.023606,0.015823,0.0035382,0.2585,0.23955,0.21255,0.035561,0.12928,0.063563,0.046215
0.0090472,0.24035,0.0028233,0.25072,0.25141,0.25472,0.0033365,0.0017062,0.0025193,0.25954,0.25064,0.24936,0,0.0093004,0.25219,0.0023365,0.23689,0.0024611,0.2507,0.0032076,0.020213,0.0094933,0.24374,0.0024984,0.0086173,0.25835,0.0096006,0.24983,0.010627,0.094711,0.0027199,0.0059576,0.25434,0.2429,0.24963,0.025025,0.013628,0.2414,0.0071287,0.0087257,0.0041292,0.25471,0.0018167,0.26204,0.25875,0.013419,0.025986,0.24022,0.012655,0.26135,0.25589,0.23971,0.013387,0.01025,0.01463,0.002501,0.24244,0.23747,0.0079061,0.0022367,0.0039548,0.24553,0.0068834,0.2481,0.019111,0.017952,0.24337,0.014153,0.0096933,0.016446,0.23237,0.012413,0.0096716,0.0079278,0.23462,0.011,0.013635,0.016353,0.25637,0.029337,0.011023,0.011877,0.0052946,0.03528,0.22977,0.045218,0.15633,0.10123
0.0017975,0.0045632,0.0015585,0.0029051,0.0029226,0.0058724,0,0,0,0,0.0041786,0.0014483,0.0032996,0.0044773,0.002047,0.0012412,0,0.0015652,0.001076,0,0.02336,0.0028599,0,0.0019528,0.0011233,0,0,0,0.0044359,0.046675,0.0022498,0,0,0.0018831,0.0075967,0.0085384,0,0,0.0019478,0.00684,0.0017804,0.0031323,0,0,0.001305,0,0,0.003822,0,0,0.0038714,0.0026113,0.0048477,0,0.24327,0.0013886,0.0062488,0.0043506,0.0010399,0,0,0,0,0.0062117,0.0024771,0.0028333,0.0024193,0.0050777,0.0050111,0.0019309,0.001504,0.0036131,0.23192,0.0042558,0.0039756,0.0017497,0.0081819,0.0032403,0.0037126,0.0093609,0,0.0016619,0,0.027629,0.0041815,0.0036697,0.061019,0.074865
