0,0.0064924,0.0020641,0.0034812,0.0061835,0,0.0045612,0.0017292,0.0039402,0,0.0019029,0.0024375,0,0,0,0.003828,0,0,0.01033,0,0.0051451,0,0.0039301,0.0047001,0.00083869,0.0027569,0,0,0,0,0,0,0,0
0,0.005935,0.0088234,0.006897,0.0023052,0,0.005633,0.0016677,0,0.0022196,0.0018816,0,0,0.0073764,0.0021285,0,0.0001641,0.0054536,0,0.0055446,0,0.0046929,0.0020953,0,0.0060055,0.004297,0.0042259,0,0,0,0,0,0.015646,0
0.012677,0.0031061,0,0.012279,0.030427,0.0010394,0,0,0,0,0,0.00068266,0,0.0037567,0.010863,0.0083778,0.0079481,0,0.012942,0.034365,0.010979,0,0,0.020957,0.01554,0,0.023886,0,0,0,0,0.0061635,0,0.019278
0,0.013104,0.0013755,0.024691,0,0,0,0,0.0025011,0,0,0.0027753,0,0,0,0.0054649,0,0.0045136,0,0,0,0.0045783,0,0,0,0.0031931,0,0.0074418,0,0,0,0.0001482,0,0.011444
0,0,0.00038926,0.00016989,0.0066108,0,0.0047676,1.9412e-05,0.0038134,0,0,0.0056402,0,0,0.0023236,0,0.001605,0.00058515,0.0026931,0.02045,0.0098714,0,0.00036506,0.016457,0.023489,0.0015024,0.0075231,0.0035706,0.0012566,0,0.0089214,0.012734,0,0
0,0.0036736,0.0010917,0.0011357,0.006222,0,0,0,0.0065466,0,0,0.013975,0.0018215,0.0012128,0.002509,0.0032765,0.0024836,0.0050188,0.015139,0.0023532,0.001909,0,0,0,0.00043987,0,0,0.00095835,0.00129,0.0012963,0.0045253,0,0,0.0036579
0,0,0,0,0,0.0029404,0,0.0021809,0,0.003061,0,0,0.0032922,0,0.0022312,0,0.0038683,0,0,0,0,0.0021486,0,0,0,0.0016346,0,0.0037895,0.00088273,0,0,0,0,0.00025362
0,0,0.007736,0.094306,0,0,0,0,0,0,0.0042074,0.0048783,0.0058698,0.0035852,0.0062756,0.00088552,0.0062382,0,0,0,0,0.00079565,0,0,0,0,0,0,0.0057779,0,0,0,0,0
0.0056181,0.00044867,0,0.039637,0,0,0.009648,0.010026,0.00015968,0,0,0.003385,0.0015214,0.0019002,0,0.012609,0,0,0,0.023411,0.075262,0,0.013267,0.040663,0.0071148,0.012084,0.012061,0,0.007762,0,0,0,0,0
0.0018296,0.002187,0,0.0036338,0,0.00050293,0,0.00094227,0,0,0.001373,0,0.00099247,0,0.0018951,0,0.001078,0,0,0,0.011439,0,0,0,0.010733,0.00034743,0,0,0.00036724,0,0,0.0063887,0.00063945,0
