0.0081362,0.0037364,0,0,0,0,0.011231,0,0.00050264,0,0.00034139,0,0,0,0.0064278,0,0,0,0,0.022059,0.025717,0,0,0,0.011338,0,0.0083023,0,0,0,0,0,0,0,0.0056845,0,0.00044242,0.028006,0,0.01433,0,0,0.01264,0,0,0.031872,0.04895,0.020391,0,0,0.056838,0.0066383,0.0057074
0.012856,0.0017422,0.014424,0,0,0.043274,0.0022698,0.012732,0.017675,0.023671,0.0095005,0,0,0.020297,0.012243,0.022736,0,0.0077443,0.0085745,0.047138,0.021968,0,0.0075281,0.012782,0.0016007,0,0,0.017206,0,0.014035,0.049061,0,0,0.010328,0,0,0.010086,0,0,0.051219,0.013039,0.027016,0,0.0011618,0,0,0.00089572,0,0.030831,0,0,0,0
0,0,0,0,0,0.0074647,0.012298,0.0018538,0,0,0.023392,0,0,0.026099,0,0,0,0,0,0.014412,0,0.0158,0,0.0038863,0.0024547,0,0,0.0064378,0,0,0,0.00084291,0,0.013582,0,0,0.016549,0,0,0,0,0,0,0,0.0013461,0.010676,0.022411,0,0.0055933,0.041244,0.006849,0.020559,0.0027696
0.95844,0,0.0066401,0.00048076,0.019826,0.0069697,0.0076074,0,0.014214,0,0.0021076,0.0029456,0,0,0,0,0.001519,0,0,0,0.0011806,0.0028275,0,0.0022776,0,0.011341,0.0019154,0.012553,0.00034421,0,0,0,0,0,0.00065334,0,0,0,0,0,0,0,0.0052226,0.0043218,0,0,0,0,0.0055985,0,0.0063911,0.0093292,0
0.022463,0.0044217,0,0,0,0,0,0,0,0.0076009,0,0,0.015427,0,0.01444,0,0.012948,0.0024192,0.011443,0.030309,0,0,0.0054399,0,0,0.0027679,0.0062631,0.012865,0,0.0020985,0,0.0024691,0,0,0,0,0.0034029,0,0.0015695,0.017477,0,0.0034663,0,0.0057293,0,0.00013797,0.031716,0,0.0035965,0.01532,0.022361,0,0
0.033931,0.010664,0,0,0,0.03454,0,0.013098,0,0.0079669,0,0.011073,0.03384,0,0,0.0030848,0,0,0,0.0050441,0,0,0.018031,0,0,0.0022533,0.0089174,0,0.010081,0,0.031242,0.0021098,0,0.0034332,0.0081155,0,0.0041606,0.072837,0.016527,0.027119,0,0,0.00046574,0,0,0.0425,0.016571,0,0.012641,0,0,0.028881,0
0.034387,0.041834,0.0098117,0.012432,0.012658,0,0.0041102,0.021226,0,0.0070343,0.00037404,0,0,0.053526,0,0,0.019318,0.037474,0.028821,0,0.0080017,0,0.057908,0,0,0,0.02959,0.029729,0.012532,0.013327,0,0.028713,0.031979,0,0.013146,0.0010927,0.027103,0.064838,0.045483,0.012575,0.001397,0.02135,0,0,0,0.10774,0.015899,0.065192,0,0,0,0.085465,0
0.0083064,0.0062388,0.003678,0.0034523,0,0,0.010162,0,0,0.0044377,0,0,0.054207,0,0.016465,0.029476,0,0.0045731,0,0.021682,0,0.021467,0,0.020462,0,0,0.0098944,0.027619,0.026809,0.017534,0,0.0020567,0,0.019732,0,0,0,0,0.069037,0.0086648,0,0,0.0044193,0.0069285,0,0.043376,0.017671,0.031193,0.036284,0.0091987,0.061129,0,0
0.0095211,0.022909,0.0082436,0,0,0,0.0219,0.0098646,0,0.024251,0.010854,0,0.062667,0,0.0020748,0,0,0,0,0.043223,0,0.0090265,0.020697,0.045864,0.025989,0,0,0.016872,0,0,0,0,0.007126,0,0,0,0.011215,0.0058163,0.080642,0.056689,0.030106,0.029245,0,0.01371,0,0.010542,0.051881,0,0,0.036335,0.021902,0,0.0089654
0,0,0.0037487,0,0.012882,0.014776,0.0080375,0.0034434,0.0099946,0,0,0,0.018042,0.010677,0,0.0048119,0.0046832,0.017507,0,0,0.018093,0.013764,0.0028196,0,0,0.0082466,0.0062842,0.0029713,0.0077363,0,0.0032013,0,0.010452,0,0.0068642,0.012749,0,0.0033209,0,0.93275,0,0,0,0.0080566,0.0024274,0.00045347,0,0,0.011411,0,0.0023116,0.011508,0
