0.0087214,0.072115,0,0,0,0,0,0,0,0,0,0.0030131,0,0.021296,0.0061604,0.00059153,0,0.0033483,0.076449,0.014907,0,0.00070682,0.0066665,0.012355,0.055718,0,0,0,0,0,0.02286,0.0055089,0.0028298,0,0.0032644,0.011041,0,0.0061791,0.0047963,0.092405,0.096789,0.0015082,0.038606,0,0.09289,0.02193,0.013945,0,0.041664,0.077783,0.038653,0.0089352,0.018519
0.063133,0.03263,0,0.068485,0,0,0,0,0,0,0,0.0038553,0,0.007581,0.0042084,0.0036523,0,0.0086169,0.074896,0.078156,0,0.079144,0.016298,0.011835,0,0,0,0,0,0.070806,0.059249,0.094036,0.0021049,0,0,0.0020992,0,0,0.004694,0.0095751,0.0057827,0,0,0,0,0.024865,0,0.0088047,0,0.0057085,0,0.025343,0.012671
0.069495,0.02047,0,0.0025994,0,0,0,0,0,0,0,0.0056105,0,0.092931,0.003736,0,0,0.078742,0.083836,0.010007,0,0.085235,0.0058809,0.00074213,0.010424,0,0,0,0,0.076228,0.041253,0.012753,0,0,0,0.025636,0.0073216,0.02184,0.0093938,0.0040387,0.098627,0,0,0,0.087168,0.038546,0.006724,0.0045575,0.0048459,0,0,0,0.0048618
0.0062817,0.0031562,0,0,0,0,0,0,0,0.001921,0,0.080501,0,0.01794,0,0,0,0.00050289,0,0.011207,0,0.007513,0.0034421,0.00038457,0.025798,0,0,0.00028267,0,0.0012282,0.011787,0.012986,0,0,0,0.015515,0,0.064967,0.011627,0.0069244,0,0,0,0,0.0084575,0.0018315,0.070197,0,0.0084143,0,0.007104,0,0.013842
0,0.020742,0,0.073151,0,0,0,0.00041288,0,0,0,0.078573,0,0.029716,0.0009254,0.074865,0,0.078695,0,0.083908,0,0.07667,0.0029581,0,0.030369,0,0,0.00023938,0,0.078089,0.010547,0.088461,0,0,0.00065819,0.0063538,0.0036855,0.0032258,0.0039581,0,0.091973,0,0.036339,0,0.0007699,0.056005,0.017362,0,0.034136,0,0,0.037124,0
0.064548,0.01168,0.0032523,0.069559,0,0,0,0,0,0,0,0.080307,0,0.0010346,0,0.074665,0,0,0.079036,0.0035394,0,0.085539,0.014952,0.0045441,0.020106,0,0,0,0,0,0.028739,0.0069381,0,0,0.00078848,0.006326,0,0,0.0029072,0,0.092696,0,0,0,0,0.026511,0,0,0.0053271,0.0018816,0,0.0071665,0.027088
0.012658,0.032758,0,0.075036,0,0,0,0,0,0,0,0.0048757,0,0.035277,0.081737,0.087413,0,0.0080008,0.079048,0.086691,0,0.080183,0.012788,0.012079,0.081245,0,0,0,0,0.074616,0.10812,0.0053989,0.00023654,0,0,0.10782,0,0.1001,0.010904,0.088073,0.095058,0,0,0,0.099559,0.025452,0.022034,0.033619,0.11068,0.072617,0.0081342,0.013658,0
0.0017136,0.070882,0,0.073528,0,0,0,0,0,0,0,0.078473,0,0.073008,0.074345,0.011302,0,0.003723,0,0.013145,0,0.0023412,0.0021367,0.088083,0.030099,0,0,0,0,0,0,0.01579,0,0,0,0.0057867,0,0.042834,0.0026351,0.0020139,0.095552,0,0.003562,0,0.0099286,0.090554,0.024257,0,0,0.00367,0,0,0.041292
0.0064195,0.086984,0,0.066491,0,0,0,0,0,0,0,0.0035681,0,0.077121,0,0.0045255,0,0.077033,0,0.0057241,0,0.00058037,0.0053255,0.073696,0.028565,0,0.00057445,0,0,0.053726,0.0067932,0.0018676,0.082644,0,0,0.011292,0.004647,0.00069708,0.0054854,0.0046826,0.0018512,0,0,0,0.0003232,0.07025,0,0,0,0,0,0,0
0.066672,0.039576,0,0,0,0,0,0,0,0,0,0.083379,0,0.034479,0.0028019,0.083294,0,0.080943,0.082421,0.011147,0,0.00022922,0.083437,0.085698,0.090843,0,0,0,0,0.084337,0.11803,0.018056,0.078303,0,0,0.1126,0,0,0.084735,0.010877,0.0055683,0,0.016921,0,0.089094,0.083233,0.025941,0,0.057824,0.0019956,0,0,0
0.073331,0.086832,0,0.076258,0,0,0,0,0,0,0,0.081726,0,0.10036,0.078851,0.075093,0,0.07832,0.078976,0.025785,0,0,0.0071693,0.075302,0.049939,0,0,0,0,0.05635,0.035307,0.1049,0.081263,0,0.0041832,0.079919,0.0021683,0.029509,0.088788,0.013053,0.0033834,0,0.03161,0,0.012911,0,0.027204,0,0.12681,0.073813,0,0.042425,0.041885
0.068155,0.0077926,0,0.0067423,0,0,0,0,0,0,0,0.07473,0,0,0.076694,0.0057577,0,0.068718,0,0.009626,0,0.0014443,0,0.0070728,0.0093291,0,0,0,0,0,0.038379,0.0073451,0,0,0,0,0,0.07739,0.087777,0.087372,0.0086583,0,0,0,0.0034427,0.032397,0.045136,0,0.0028051,0.073358,0,0,0
0.063209,0.082081,0,0.075572,0,0,0,0,0,0,0.0034946,0.004127,0,0.076275,0,0.0037409,0,0.0041148,0.077953,0.005051,0,0.0026148,0.011528,0.09012,0.048326,0,0,0.00031196,0,0.062036,0.0059534,0.012666,0.08872,0,0,0.0013185,0,0.064087,0.010155,0.0069446,0,0,0,0,0,0.01162,0.068526,0,0,0.074537,0,0,0.048539
0.065601,0.079029,0,0.071391,0,0,0,0,0,0,0,0.096179,0,0.089206,0.07634,0.079039,0,0.07864,0.081073,0.093733,0,0.084854,0.014585,0.086299,0.11082,0,0.0020145,0,0,0,0.048764,0.099954,0.084183,0,0,0.0040128,0,0.099158,0.0055693,0.0058826,0.094536,0,0.030302,0,0.10301,0.029734,0.026752,0,0.06621,0,0.0057088,0,0.040845
0.0045223,0.074921,0,0,0,0,0,0,0,0,0,0.079489,0,0.087838,0.00070403,0.0054738,0,0,0.079142,0.014754,0,0.081815,0.083115,0.002483,0.045266,0,0,0,0,0,0.014727,0.085921,0.00052507,0,0,0.010458,0,0.031018,0.0097354,0.0058039,0.0016758,0,0.016506,0,0,0.052569,0,0.00031961,0.033439,0,0,0,0
0.0030555,0.019736,0.00066551,0.068817,0,0,0,0,0,0,0,0.080206,0,0.0061191,0,0.074562,0,0,0.080284,0.0048043,0,0,0.0011197,0.0016697,0,0,0,0,0,0.074609,0.024675,0.0076028,0,0.002405,0,0.010192,0,0.036383,0.00038468,0.010942,0,0,0,0,0,0.040451,0.035695,0,0,0,0,0,0
0.062015,0.093178,0,0.063635,0,0,0,0,0,0,0,0.077583,0,0.0057938,0.0011844,0.0037165,0,0.07427,0.00011707,0.0089769,0,0.074371,0.0835,0.0051182,0.098315,0,0.0011753,0,0,0.054086,0.028352,0.0065934,0,0,0,0.002209,0,0.019612,0.0023479,0.0070885,0.0062753,0,0,0,0.0096881,0,0.038948,0,0,0,0,0,0
0.070998,0.09375,0,0.069884,0,0,0,0,0,0,0,0.084093,0,0.019758,0.073645,0.080581,0,0.080456,0,0.084886,0,0.0093339,0.082073,0.071026,0.056389,0,0,0,0,0.046691,0.014869,0.079768,0.077723,0,0.0025056,0.12119,0.0087815,0.08943,0.09232,0,0.0012594,0,0,0,0.0057016,0,0.0073758,0,0.028007,0,0,0.035846,0
0.07304,0.10222,0,0.081413,0,0,0,0,0,0,0,0.074698,0,0.068986,0.0064653,0.095507,0,0.092425,0.075885,0.10301,0,0.082737,0.091607,0.011549,0.099368,0,0,0,0,0.054812,0.050862,0.096015,0.081776,0,0,0.087423,0.0019752,0.058769,0.10018,0.012454,0.098019,0,0,0,0.089333,0,0.10993,0,0.02578,0.06927,0,0,0.14963
0.071112,0.034739,0,0.074096,0,0,0,0,0,0,0,0.0093251,0,0.022208,0.082676,0.092488,0,0.084333,0.00067553,0.01486,0,0.0048056,0.021898,0.094551,0.020179,0,0,0,0,0.076554,0.049764,0.0059686,0,0,0,0.03206,0.0038724,0.10036,0.010711,0.098872,0.0049308,0,0,0,0.013742,0.067474,0,0,0.030054,0.002892,0,0,0.029488
