0.00051706,0.091126,0.016383,0.00091367,0.00041919,0
0,0.0014484,0.020525,0,0.0086211,0.0034844
0.00023973,0.00055895,0.0067278,0,0.0007385,0.00045244
0.0016592,0.00026095,0.01317,0,0.00452,0.0062525
0,0.0010694,0.0049319,0,0.0029274,0.00031065
0.0018262,0.0018059,0.033279,0.001104,0,0.00034769
0.0011222,0.00062918,0.0095112,0.0010443,0.0086109,0.00046927
0,0,0.0092073,0.0014703,0.0011915,0.00049294
0.00048167,0,0.0084215,0.0003771,0,0
0.00011919,0.00063297,0.0060172,0.089233,0.00052273,0.00079545
0,0.0036728,0.0040593,0.00017722,0.09308,0.00043952
0.00064122,0,0.014209,0.0014293,0.0023122,0.0023922
0,0.00016653,0.007393,0,0.0030903,0.00051168
0.0010611,0.0014141,0.01454,0.00072853,0.0076429,0
0,0.093507,0.061138,0.00099938,0.0098283,0
0.0017444,0,0.0055779,0,0.00046303,0.00062517
0,0.00026636,0.0052849,0.00038087,0,0.00017698
0,0.00073916,0.004851,0.00020389,0,0
0.00035905,0.001817,0.017925,0,0.00014978,0.0081529
0.00012184,0.00064897,0.015445,0.00019331,0.0032325,0.0019939
0,0.00018144,0.0062893,0.0011374,0.00098345,0.0039968
0.00077831,0,0.014327,0,0.00029847,0
0.0012597,0.0010934,0.0097888,0.00061058,0.00023849,0.00036185
0.00026561,0.00013246,0.002787,0,0.00070609,0.095175
0.002063,0.0003292,0.0073557,0.00067754,0.0076979,0.00016294
0,0.00019595,0.0102,0.00010257,0.004141,0.0017348
0.004181,0.0012734,0.057658,0.096716,0.00089733,0.0052253
0,0.004123,0.0074418,0.0029106,0.0031123,0.00026297
0,0.094649,0.025151,0.00046199,0.10207,0.0056718
0.0011454,0.095803,0.036637,0.00021469,0.0024788,0.0018189
0,0,0.006714,0,0.0049377,0.00058323
0.0012512,0,0.010555,0.00031658,0,0.099111
0.00043522,0.0021174,0.023098,0.001138,0.0013148,0.0017415
0.00045203,0.00040638,0.0058541,0.0011745,0.0015263,0
0.00057274,0.0016164,0.0066093,0.001175,0.0033231,0.00084928
0.00021786,0,0.0055669,0.00056938,0.0006273,0.00036427
0,0,0.036247,0.088904,0,0
0.0035122,0.0068232,0.035701,0.0019177,0.013626,0.0017644
0,0,0.037369,0,0.091507,0
0.0014406,0,0.010584,0.00073609,0.0045722,0.00050811
0.087096,0.00074444,0.010821,0,0.0042365,0
0.084748,0,0.008106,0,0.001387,0
0,0.00015674,0.0097781,0,0,0
0.00074774,0,0.013174,0.00068046,0,0
0.0032261,0,0.036098,0.0025585,0.02112,0
0,0,0.012361,0.00088137,0.0035468,0.0010382
0,0.00015924,0.017457,0.00034873,0.0013264,0.0062976
0.00078794,0,0.010625,0,0.0020283,0
0.0010791,0.00027369,0.016102,0,0.0012159,0.0026348
0.0017278,0.0020769,0.010006,0.0013578,0.0093839,0.00041471
0.0013214,0.0028042,0.039157,0.002894,0.0092396,0.10454
0.084309,0.00041122,0.013504,0.00091236,0.0035201,0
0,0.00036597,0.079014,0,0.0034212,0
0,0.0030274,0.02329,0.00066601,0.0042093,0.00016172
0.0010591,0.00043589,0.018946,0.0016072,0.0010323,0.00055022
0.0018724,0.0038776,0.024531,0.003199,0.011546,0.0004233
0,0,0.044971,0,0,0.010879
0.00047795,0.00026433,0.0075202,0,0.0040778,0
0.0019675,0,0.021755,0,0.0024278,0
0.0011465,0,0.014868,0.0018395,0.0086464,0.00040022
0.001596,0.0026733,0.023282,0.00063595,0.0055054,0.0061469
0.00041858,0.0022796,0.010213,0,0.0030105,0
0.0020996,0.00026432,0.011321,0,0.0017884,0.00026353
0,0,0.039174,0,0,0
0.0014254,0.092993,0.03732,0.004013,0.0045972,0
0.0011742,0.00057461,0.0076655,0.00085597,0.0011497,0
0.0015665,0.0020262,0.014969,0,0.002769,0
0.086403,0,0.044497,0,0.0053181,0
0,0,0.011877,0,0.0043665,0.0027922
0.0011645,0.00058161,0.0095277,0.00059648,0.0029567,0
0.0013662,0.00060383,0.01023,0,0.0020222,0
0.0007641,0,0.012913,0.00040302,0.0017559,0
0.00061353,0.00038098,0.0057459,0,0.00018086,0.00017347
0.0018165,0,0.0088912,0,0.00011943,0.00015728
0.00065088,0.00032817,0.010618,0.00015422,0.00056028,0.00062634
0.00022781,0.00019789,0.0061163,0,0.0014744,0.00038882
0.0036309,0.0013355,0.026957,0,0.0098726,0
0.00083992,0,0.0098669,0,0.00028669,0.0039824
0,0.092246,0.0017536,0.089103,0.00049856,0
0,0,0.00765,0,0.00018783,0
0.00045507,0.00018679,0.01534,0.0010493,0.0022288,0
0.0028048,0.00045725,0.0314,0.0010749,0.0087745,0.00036131
0.00064386,0.0017173,0.0092939,0,0.005165,0.00071222
0.093108,0.0038501,0.07749,0.00048629,0.011095,0
0.0026468,0.00090884,0.014046,0.00043141,0.0035338,0
0.00033197,0,0.0084702,0.00095949,0.0015799,0
0.0049008,0.0047528,0.07123,0.0041951,0.018683,0.0037171
0.00058258,0.090036,0.011675,0.090161,0.0058155,0
0.00069501,0,0.010019,0,0,0.00074184
0,0.00036743,0.0084469,0,0,0.0002136
0,0,0.010701,0.0005131,0.0033576,0
0,0.00036587,0.0056075,0,0.00095656,0.00013221
0.00092252,0.10302,0.068833,0,0.0051639,0.006406
0.0029012,0.10533,0.12001,0,0.11648,0.017808
0,0.0014471,0.0068939,0,0.002857,0
0.0014611,0.0018328,0.021462,0.00081133,0.0056162,0
