0.0019913,0.11615,0.079756,0.020653,0.24162,0.010751,0.18197,0.023658,0,0.0098054,0,0.017148,0.24799,0,0.0051644,0.0030397,0.014097,0.013013,0.0036506,0.022231,0.2322,0.0051224,0.23833,0.012161,0.24355,0.0064644,0.0084145,0,0.0061688,0.010362,0.0022859,0.010248,0.0074051,0.0080793,0.0028735,0.23019,0.01615,0.1154,0.0096274,0,0.0024655,0.0095511,0.0089025,0.23711,0.020841,0,0,0.0042315,0.0055562,0.015823
0.015067,0.12504,0.25996,0.25599,0.0090284,0.010566,0.24588,0.27504,0.01767,0.26743,0.26095,0.016809,0.0040055,0.25232,0.018141,0.0086313,0.26179,0.014346,0.25231,0.0060699,0.25917,0.0044085,0.24597,0.24128,0.25886,0.0086932,0.0062552,0.0098934,0.011299,0.2558,0.011274,0.26579,0.25456,0.27423,0.25891,0.013268,0.25836,0.25524,0.0023571,0.014752,0.27176,0.27001,0.029254,0.26142,0.23836,0.014859,0.03535,0.013931,0.0019628,0.25122
0.25319,0.24685,0.12734,0.026904,0.25137,0.25652,0.047268,0.072451,0.26013,0,0.0087796,0.26255,0.26065,0.016855,0.25051,0.25385,0.0076407,0.26039,0.0081159,0.26918,0.0041582,0.26636,0.011434,0.030843,0.0030084,0.27161,0.26268,0.26202,0.26758,0.011428,0.25947,0.0066016,0.028628,0.013436,0.0070709,0.24934,0.014947,0.074549,0.28069,0.26208,0.011886,0.017471,0.26134,0.020602,0.048508,0.26775,0.26038,0.2672,0.27341,0.04104
0,0.01413,0.0044682,0.001105,0.0021736,0,0.0032916,0,0,0,0,0,0,0.0015891,0.002249,0.0014254,0,0,0.0028959,0.0015023,0.0016486,0,0,0,0,0,0,0,0,0.0018748,0,0,0.001989,0.0045037,0,0.0011241,0.0010983,0.0051366,0,0,0,0.0077741,0.18311,0.0043416,0.0038914,0,0.0039596,0,0,0
0.013849,0.026129,0.048288,0.019391,0,0,0.019404,0.018088,0.0090564,0,0,0.0044892,0.0047988,0.0033191,0.0086265,0.001716,0.0025051,0.002522,0.24286,0,0,0.001545,0.0024135,0,0.0060507,0.003644,0.0040844,0.0050544,0.0035423,0.0032997,0.0014692,0.010725,0.010062,0,0,0,0,0,0.0084497,0.24222,0.013697,0.218,0.01751,0,0.023004,0.011432,0.0046268,0.24881,0.0099286,0
0.24977,0.27989,0.2741,0.073909,0.014654,0.26344,0.26173,0.30553,0.26023,0.26927,0.26232,0.26893,0.025982,0.25246,0.25066,0.25482,0.26744,0.26864,0.013509,0.27173,0.25828,0.26158,0.25014,0.24987,0.016582,0.27,0.25144,0.26782,0.26586,0.25442,0.26426,0.25586,0.27002,0.2757,0.25815,0.25692,0.26023,0.30047,0.029865,0.025333,0.017587,0.051312,0.062693,0.2708,0.25148,0.26681,0.27686,0.015819,0.015316,0.28523
0.023016,0.06494,0.29187,0.029396,0.2462,0.25845,0.24691,0.11793,0.0086348,0.007153,0.0075899,0.022914,0.25522,0.25708,0.26031,0.017229,0.0082433,0.015802,0.2517,0.0061585,0.25661,0.25433,0.0045208,0.017635,0.25023,0.028451,0.013116,0.0066164,0.019285,0.24329,0.010724,0.015061,0.030483,0.26634,0.25617,0.23018,0.03562,0.042324,0.0054501,0.25262,0.0079834,0.25812,0.0078848,0.038982,0.24681,0.013612,0.26937,0.2664,0.012775,0.025263
0.0031183,0.18756,0.032422,0.0085782,0.0067671,0,0.0074494,0.030595,0.0086472,0.0058486,0,0.008994,0.012167,0.011171,0.0036222,0,0.0055399,0.24829,0.0034827,0.01094,0.003358,0.011618,0.0097716,0.016065,0.0047862,0.24353,0.0028004,0.0041025,0.022585,0.0087255,0.0045787,0.25025,0,0.019113,0.0029578,0.014553,0.00529,0.23341,0.00497,0,0.0021654,0.015931,0,0.022513,0.010107,0.0092198,0.010653,0.0055698,0.25733,0.23285
0.23203,0.096439,0.053312,0.24479,0.01131,0.0072491,0.031524,0.2041,0.25163,0.25384,0.25921,0.24907,0,0,0.0045347,0.24814,0.2525,0.0084077,0,0.26596,0.0033603,0.0090131,0.24336,0.24051,0.0030158,0.012119,0.25291,0.24979,0.016578,0.0052757,0.019978,0.0074606,0.25652,0.0052347,0.0014008,0.01252,0.23404,0.038171,0.2744,0.023549,0.26324,0.009794,0.26318,0.22228,0.0078478,0.022047,0.0086065,0.0062754,0.0028053,0.023889
0.0037911,0.021573,0.0041328,0,0,0.0010957,0.0031223,0.0073278,0.0056332,0.0020072,0.0066251,0,0,0,0,0.001059,0.004863,0.0049891,0.004465,0,0.0019101,0.001993,0,0.0022796,0.004989,0.0024025,0.002763,0.011637,0.0064346,0.0056294,0.012396,0,0,0,0.0047437,0.0064077,0,0.026702,0,0.0055778,0.0022033,0.0010126,0.026534,0.0020668,0.0098443,0.23342,0.0077017,0,0.0013831,0.017064
