0,0,0,0,0.0035277,0.0057905,0,0,0,0.0015855,0.013401,0,0.0090995,0,0,0,0,0,0,0,0,0,0,0.028974,0.0021194,0.0029516,0.0039142,0.0036298,0,0,0.018699,0.011339,0,0,0,0,0,0.016812,0.011975,0,0,0,0,0,0.0088703,0,0.008588,0,0.013812,0.01576
0.034401,0,0.05474,0.055672,0,0,0.027744,0.014083,0.0030068,0.014698,0.0093424,0.0060253,0.011367,0.0070661,0.0096673,0,0.021689,0,0,0,0,0,0.0045406,0.016658,0.0053424,0,0.040075,0,0,0,0,0,0.025816,0.004505,0,0.008469,0.061192,0,0.041502,0.0012564,0,0.004311,0,0,0,0.016912,0.0058821,0.0071278,0,0
0.0081569,0,0,0.028646,0,0.0085309,0.020298,0,0,0.015686,0.0080833,0.0062808,0,0,0,0,0,0.0034312,0.012628,0,0,0,0.010563,0,0,0,0.0093163,0,0,0,0,0.012021,0.012385,0,0,0,0.0058288,0.018221,0,0,0,0.00563,0.020449,0,0.0096492,0,0.0026308,0.0074209,0,0.0057817
0.0012451,0.010037,0.015672,0,0.95863,0,0,0,0,0.0042705,0.0048734,0,0,0,0,0,0,0,0.0015622,0,0.0007511,0.0017379,4.6769e-05,0.0013634,0.0052042,0.0010643,0,0,0,0,0,0.0027769,0.0002983,0,0,0,0.0048073,0,0,0.0033061,0,0,0,0,0,0,0,0.0059026,0,0.00014541
0.012103,0,0,0,0.02035,0,0.010091,0,0.0054158,0.012489,0,0,0.016942,0.0056686,0.010884,0,0.012064,0.0014959,0,0,0,0.013631,0,0,0,0.0034757,0,0.0031281,0,0.015147,0,0,0.0068257,0,0.0019782,0,0,0.0062493,0.018105,0.0069922,0.0028729,0,0.0092288,0.0033054,0,0,0,0.010356,0,0
0,0,0.043206,0.0011209,0.032918,0.010519,0.012397,0,0,0.0096928,0,0.006483,0.0062508,0,0,0.012096,0.01319,0,0,0,0,0,0,0,0,0.0095674,0,0.0106,0.0048117,0.0073463,0.024352,0,0.0042644,0.0047266,0.0089594,0,0,0.036717,0.021567,0,0.011558,0.044913,0,0,0,0.028399,0.070803,0,0.052006,0
0,0.066202,0,0.016174,0.041274,0,0.030131,0.02063,0.025938,0,0,0.022172,0,0.036969,0.032606,0,0.012355,0.0086098,0,0,0.029121,0.012571,0,0.0028594,0,0.0090344,0.024302,0.025485,0.0080603,0,0,0,0,0.030118,0.010809,0.0010596,0,0.043971,0.021533,0,0.037557,0.068595,0,0,0.027459,0.018863,0,0,0.0086815,0.010773
0,0,0,0,0.0012202,0,0,0,0.017957,0.0097101,0.0063491,0,0.010024,0.0061874,0,0,0.015578,0,0.021304,0,0,0,0,0,0.0061438,0,0,0,0,0.010647,0,0.014625,0.029301,0,0.025623,0,0,0.0068119,0.0046728,0.013131,0.059041,0,0.00063027,0.0045942,0,0.0037379,0.017831,0,0.02943,0.01173
0.017861,0,0,0,0.0066575,0,0.029787,0.068439,0,0.015077,0.01925,0.0099649,0,0,0.00057474,0,0.020867,0.003442,0.006339,0,0.008061,0.0011214,0.029472,0,0,0,0.0016994,0.025387,0,0.009048,0,0,0.014707,0,0,0.028579,0,0,0.059936,0.017949,0.082455,0,0,0,0,0,0,0,0.0066347,0.0019748
0.0051714,0.0087805,0.020749,0.0012106,0,0,0,0.0077505,0,0.010716,0.0092377,0,0,0.013943,0.0054393,0.001912,0,0,0.010236,0.0011321,0.0050543,0.0045838,0,0.017052,0.013566,0.010005,0,0,0.00095322,0,0,0,0.0048967,0.0099448,0.0023599,0,0,0.0070373,0.92725,0.0080866,0,0.0057251,0,0.008146,0.00020785,0,0,0.0030185,0,0.0017686
0.0014652,0.0072838,0.0092163,0,0,0.0060996,0.0012195,0.011021,0,0.003492,0.0034856,0,0.001995,0,0.0031885,0.0013752,0.0027893,0.00029004,0,0.0028771,0.0026361,0,0,0.0027971,0.0046238,0,0,0,0.007084,0.0035429,0,0.003669,0.0025465,0,0.0011216,0.0022023,0,0.0056877,0,0.00087185,0.95988,0,0,0.0017713,0,0,0,0.0059201,0,0.00042663
0,0,0.0038,0,0,0,0,0,0.00063058,0,0,0.0053197,0.000755,0,0,0,0.0015748,0.01005,0.0060734,0,0.016986,0.0014714,0,0.002557,0,0.0044475,0.0021516,0,0,0.0010278,0,0.0069394,0,0,0.0045433,0,0.0018209,0,0,0,0.0034602,0,0.0049628,0,0,0.011051,0.0099776,0,0.0018468,0
0.018739,0,0.0064636,0,0.0052822,0.00060688,0.013187,0,0.028389,0.00057412,0.01435,0.003781,0,0.0010809,0,0,0,0,0,0,0,0,0,0.0022011,0,0.0068374,0.012603,0.0097029,0,0,0,0.0042406,0,0.0047329,0.013791,0,0,0.028806,0,0.0083398,0.019886,0,0,0.00090328,0.01139,0,0.0065488,0,0.0028034,0
0.01293,0,0,0.040178,0.079735,0.047621,0.034331,0.091343,0,0,0,0.051162,0.00085772,0.004198,0.00092455,0,0.0014323,0,0,0,0.019218,0.022543,0,0,0,0.03542,0.037804,0,0,0,0,0.010578,0.0037725,0.010942,0,0,0.013402,0.085523,0.014787,0.0036106,0,0,0,0.052486,0,0,0,0,0,0
0.0040205,0.011913,0.014613,0.00397,0,0,0.0015741,0,0.00412,0,0,0.0081267,0.95171,0,0,0.0048116,0.0017317,0.0062002,0,0,0,0.015147,0.0073215,0.0085935,0.0080103,0.0012303,0.0015245,0.00091214,0,0,0.0020211,0,0.00051509,0,6.6568e-05,0,0,0,0,5.4872e-05,0.0047932,0,0.0010148,0,0,0,0,0.0070455,0,0.0069227
0,0,0,0,0,0,0.035782,0,0.00060858,0.007298,0.020386,0,0.018498,0.025928,0.024786,0,0.0084796,0.020657,0.00089918,0,0,0,0,0,0.0010673,0.01143,0.0019356,0,0,0.0064874,0,0.011987,0,0,0.012131,0,0.0011727,0,0.0050372,0.0060744,0.018302,0.0034849,0,0.0059749,0.017907,0.011136,0,0,0.014224,0.010675
0.0078454,0.015048,0,0.0067981,0.081795,0,0.0030132,0.023001,0.006265,0.01487,0,0.0045673,0,0.057901,0,0,0,0.004522,0.0091996,0,0.035117,0.01569,0.021474,0.020032,0,0,0.0066392,0.0082625,0.010739,0,0,0.00028615,0.00095791,0.010111,0.011312,0.011707,0,0.019069,0.0073253,0.010989,0.026104,0.015523,0,0,0.0076254,0.0019524,0.035916,0,0.0048174,0
0,0,0,0,0.029633,0,0.016965,0,0,0,0.00061066,0,0,0,0,0.0058246,0.0074348,0.002045,0,0.015262,0,0.0040207,0.0044407,0.0037215,0,0.011352,0,0,0,0.0085869,0,0.020691,0,0,0.0075326,0,0,0.00824,0.0098733,0.014064,0.020975,0,0,0,0,0,0,0.012833,0.03416,0.016676
0,0,0.014922,0,0.03523,0.0048803,0.01242,0.014186,0.02131,0,0,0.0055305,0.03153,0,0,0.0052301,0.010793,0.015812,0.01856,0,0,0.0081395,0.0093991,0.01556,0.0039987,0.011968,0.024211,0.014207,0,0,0.017085,0.0046174,0.003402,0,0,0.010506,0,0,0.021344,0,0,0,0.0096998,0,0,0,0,0,0.010644,0.005694
0,0,0,0,0.009864,0,0.0059716,0.003447,0.0030988,0,0,0.00044817,0.0048111,0.0043408,0.00084319,0.0056539,0.005649,0,0.0022645,0,0,0.0027486,0,0,0.0011172,0.0048616,0,0,0.0039338,0,0.0042867,0,0.0027336,0,0,0,0.0047264,0.013735,0,0,0.0055386,0,0.0052199,0,0.0077577,0,0.0029748,0.0091762,0.011173,0.015353
