0.10373,0.020639,0.25802,0.038626,0.024775,0.097033,0,0.012783,0.13103,0.043426,0.0078741,0.0017585,0.0025604,0.014724,0.0065366,0.1946,0.01929,0.21787
0.32505,0.0085466,0,0.1606,0.27237,0.29223,0.082561,0.011782,0.083166,0.21268,0.014381,0.25073,0.041408,0.25979,0.03535,0.24206,0,0.26863
0.047012,0.28361,0.27838,0.18695,0.03031,0.068257,0.22578,0.27122,0.26741,0.081906,0.25707,0.04258,0.28556,0.016683,0.24534,0.031821,0.29066,0
0.0054587,0.0018521,0.0014387,0.012,0.0018471,0.0054021,0.0045787,0,0.012112,0,0,0.0015745,0,0,0.0050644,0.0030189,0,0
0.07692,0.034758,0.0072379,0.066183,0.023226,0,0.028774,0.0019078,0.0046849,0.0041729,0,0,0.015867,0,0.016639,0,0,0.0058117
0.25105,0.24186,0.013149,0.10165,0.21799,0.27591,0.26609,0.25591,0.30333,0.21519,0.25974,0.27918,0.27194,0.27051,0.24537,0.26781,0.28695,0.2542
0.31915,0.047833,0.24773,0.14808,0.0032449,0.12042,0.079473,0.0041926,0.093287,0.26607,0.26067,0.023985,0.074802,0.0018096,0.25182,0.24776,0.041383,0
0.049824,0.052145,0.018218,0,0.0010315,0.13117,0.0027289,0.010575,0.14538,0.0085707,0.0039426,0.002684,0.056781,0.012065,0.014427,0,0.24755,0.028932
0,0.19724,0.0040831,0.23054,0.29776,0.12718,0.21599,0.23332,0.07931,0.023833,0.0068138,0.27572,0.051686,0.25969,0.0118,0.021544,0.0063655,0.23876
0.0096668,0.0066366,0,0.014153,0.0030401,0,0.0071094,0.02116,0.038082,0,0,0.0037967,0.014832,0.0020908,0.0038513,0.0029127,0.0034723,0
0.20259,0.26729,0.0072235,0.15363,0.3276,0.19058,0.27918,0.051038,0.31739,0.029659,0.26161,0.06052,0.07968,0.024001,0.26273,0.24824,0.25286,0.26142
0.0070165,0,0.0022929,0,0.0054069,0.02114,0.0098895,0.0069725,0,0.0069066,0.0048618,0,0.01214,0.00289,0.007717,0.006243,0.0045642,0
0.12058,0,0.26918,0.18667,0,0.087011,0,0.025834,0.0069353,0.24947,0,0.22083,0.19957,0.2512,0.007169,0,0.014221,0.0086553
0.008434,0.0010449,0,0,0,0.011098,0.0037339,0.0042193,0.0073705,0.0027612,0,0,0.010917,0.0021591,0,0.0032818,0.0022441,0.001382
