0,0.0060237,0.0088739,0.0021575,0.0074908,0.0047724,0.00233,0.0058949,0.0037465,0,0.0023697,0,0.0049551,0,0.004158,0.0065822,0,0.0016949,0,0,0.0067242,0,0.002695
0,0.0058269,0.0093756,0.00902,0.0033518,0.0059687,0.0018029,0,0,0,0,0,0,0,0,0.0034288,0.0025163,0.00011042,0.0050737,0.0041872,0.0057413,0.0030126,0.0037474
0.01316,0.0023977,0.014978,0,0.030801,0,0,0.012659,0,0.0063942,0.00029775,0,0,0,0,0.0029801,0,0,0,0.036425,0.04377,0,0.00066059
0,0.013316,0.019674,0.00083429,0,0,0,0.0053465,0.0024008,0.003908,0.0025632,0,0.0067861,0.0039795,0.0043214,0,0,0.00088117,0.0039905,0,0,0.002201,0.0035671
0,0,0.00024966,0,0.0058899,0.0042875,5.1744e-05,0,0.0033685,0.011565,0.0054188,0,0,0.0062626,0,0.0060886,0.0033149,0,0.0011071,0.022497,0.04395,0,0.0012904
0,0.0039634,0.0031747,0.0013903,0.0061779,0,0,0.0010673,0.0064868,0.00093372,0.01376,0.0019987,0,0.0020771,0,0,0,0,0.0047061,0.0021052,0.0049032,0,0
0,0,0,0,0,0,0.0028738,0,0,0.98134,0,0.0028608,0.0011004,0.0015363,0,0,0.0019765,0,0,0,0,0.0018383,0.003202
0,0,0.092015,0.0074441,0.0037832,0,0,0,0,0,0.0041877,0.0073757,0.00069822,0.0068102,0,0,0,0,0,0,0,0.005356,0
0.0036542,0,0.039801,0,0.00099683,0.0092179,0.011822,0.026392,0,0.072871,0.0021535,0.0053798,0.0056258,0.0053277,0.025429,0.043314,0,0.0049334,0,0.049027,0.019957,0,0.015515
0.001582,0.0021589,0.0049975,0,0,0,0.0012245,0.0076391,0,0,0,0.00094211,0.0024765,0.0012475,0,0,0.0010647,0,0,0,0.0091104,0,0.0013874
0.0037507,0.01853,0.021999,0,0.012514,0.064045,0.0025627,0.014439,0,0.0020992,0.0021347,0,0,0.0078979,0.0099125,0,0.00085523,0,0.0076459,0.0042473,0.013634,0.0058111,0
0,0,0.0018979,0,0.00043275,0.0050619,0.00058047,0,0.0069986,0.0023341,0,0.0026525,0,0.0061683,0.0045722,0.011801,0,0.00035582,0.00020788,0.010407,0.02928,0,0
0,0,0.079509,0,0.0068381,0,0.0060533,0,0,0,0.00074366,0.0058727,0,0,0,0.0010468,0.0044766,0,0.011542,0.0022194,0,0.0046348,0.0093066
0.014284,0.0015658,0.028217,0,0,0,0,0,0.0071825,0.022531,0.011389,0.00074495,0.0027628,0.0043251,0,0.030637,0,0.016564,0.021624,0.021987,0.013499,0,0.0064292
0,0.0078261,0.019589,0.00057169,0.011791,0,0.0019266,0,0.0011809,0,0.003979,0,0,0.0018766,0,0.00021225,0.0033692,0,0.0056347,0,0.002044,0,0
0,0.0031704,0.012112,0,0.0049842,0,0,0,0,0,0.0041518,0,0,0.0038348,0.0085515,0.0016424,0,0.0064924,0,0,0.0058894,0.0019307,0.0030894
0,0.0012402,0.009423,0.0015811,0.0017529,0,0,0,0.0049131,0.0018546,0,0.0025259,0,0,0.0057199,0.0046325,0.0036692,0.0032092,0.0053678,0.0056187,0.0058277,0,0
0,0,0.00044409,0.0010554,0.01518,0,0,0,0.0070502,0.0035615,0,0.0023969,0.0017904,0,4.7924e-05,0.0034667,0.0028568,0.00095429,0.001696,0.006038,0.035617,0,0
0,0,0.093351,0.011231,0,0.0035123,0.00017104,0.0071259,0,0,0,0.0065656,0.0090483,0.00086062,0,0,0.0053447,0,0,0,0,0.0044161,0
0,0,0.0084965,0.014253,0.01183,0,0,0,0,0.0064535,0.0022621,0.0022316,0.0012921,0.00055898,0.0072858,0,0,0.010846,0.004445,0.012657,0.00075545,0.0033101,0.0035576
0,0,0.092845,0.003019,0,0,0,0,0.0010979,0.0133,0,0.0068605,0.0065467,0.0034075,0,0,0.0030813,0,0,0,0,0,0.0095462
0.0001311,0,0.0019466,0.013535,0.0058742,0,0.0036233,0.0081948,0.00064319,0.0016967,0,0,0,0.0012131,0.0099588,0.015896,0,0.0089265,0.0027865,0.0018199,0.020178,0.0047416,0.0042112
0,0.0030611,0.0093315,0,0,0,0,0,0,0.0031107,0.003454,0.0013824,0.0010222,0,0,0,0,0,0,0,0.014061,0.0006142,0.00021976
0.0047447,0,0.011541,0.0026472,0,0,0.0016968,0.015643,0,0.0051414,0,0,0.0056071,0,0,0,0.0022371,0,0,0.00032545,0.0018885,0.00027904,8.8961e-05
0,0.01719,0.092688,0,0.0027708,0,0,0,0,0.0058481,0.016189,0,0.0033341,0,0,0.0072334,0,0,0,0.0081478,0.0042606,0,0.011376
0.015675,0.0073133,0.0050385,0.0075606,0.0019112,0.00079202,0,0.0039574,0.00039699,0.0091452,0.0034614,0.0010049,0,0.00084949,0,0,0.0067916,0.023834,0,0,0.068892,0,0
0,0.0030853,0.0066592,0,0,0,0.00059378,0,0,0,0.0039583,0,0.00050713,0,0,0.0052929,0.00086993,0,0,0.0044449,0,0.0028146,0
0.0044633,0.0038687,0.0028676,0,0,0,0,0,0.011018,0.016507,0.00019259,0.0040427,0.0046507,0.00053526,0.0068137,0.014028,0.0049835,0,0.0095331,0.021301,0.037579,0,0
0.00057343,0.0011762,0.030163,0,0.009818,0,0.0022265,0,0.0011861,0.0057226,0.011177,0.0053153,0,0.0037553,0,0.0093029,0.0024527,0.0054931,0.0082663,0.0032936,0.026995,0,0
0.0069582,0,0.0027555,0,0,0.006294,0,0,0.0033423,0.0070758,0,0.00053143,0.0036261,0.0016847,0,0.015081,0,0,0,0.018137,0.074574,0,0.00090608
0,0.0030123,0.093542,0.00041891,0,0,0,0,0.0023827,0,0,0.0019421,0,0.0013876,0,0,0,0,0,0,0,0.0039536,0.0085296
