0.0052929,0.0070308,0.004053,0.00078646,0,0,0.0033323,0.0011606,0.011771,0,0.0074668,0,0.010191,0,0.012067,0.0041229,0.00035706,0,0.023396,0.007549,0.0068588,0,0.00063428,0.016431,0.00091784,0.0040025,0,0,0.0058828,0.0084709,0,0,0.0075581,0,0,0,0.0055025,0,0.001778,0,0,0,0.01807,0,0,0,0.010244,0.0079504,0,0,0,0.0058593,0,0.018543,0.0064359,0,0.011705,0.0026697,0.011226,0.0088944,0,0,0.0030818,0.013214,0,0,0,0.017281,0.013032,0.019565,0.015297,0.0045032,0.020669,0.04863,0.012393
0.013419,0.01234,0,0,0.016839,0,0.01181,0,0,0.0064789,0,0.021275,0,0.0033584,0.00101,0,0,0,0.03392,0,0.059066,0,0.0080718,0.0047773,0,0,0.019428,0,0.0014229,0.01581,0.0017414,0.02281,0,0,0,0.012251,0.025736,0.018711,0.018835,0,0.0083422,7.5127e-05,0.030012,0.01276,0,0,0.019348,0.023045,0,0,0.0026523,0,0.0031405,0,0.018055,0.026859,0.012365,0,0.0073248,0.0029591,0.0070572,0,0,0.01443,0.00894,0,0.078471,0.032396,2.6448e-05,0,0.048215,0,0.031177,0,0.0096897
0.0080028,0,0.0062737,0,0,0,0,0.0036203,0.0078651,0,0,0,0,0,0,0,0.019407,0,0.012805,0,0.011093,0,0.013091,0.011821,0,0,0.0040661,0.0060341,0,0.016843,0,0,0,0,0,0.0074569,0,0,0.0036027,0.0028583,0,0,0.035081,0,0.00326,0.0066869,0,0,0,0,0,0,0.0046252,0.0027909,0,0.0012806,0.020824,0.013525,0.0014907,0,0.0060002,0,0,0.013757,0.0042862,0.019751,0.0011257,0.0082353,0,0.0088141,0.0058807,0.00017588,0,0.0091472,0.016716
0,0.96836,0.0029331,0,0,0,0,0.0021843,0.00091259,0,0.0023036,0,0.0038793,0.00055204,0,0,0,0.002111,4.2302e-05,0.0030136,0,0.0060093,0.00301,0,0.00042377,0.004364,0.0011739,0.0012598,0,0.002995,0,0.0049258,0.00046218,0,0.015649,0,0.0025724,0,0.0043883,0.0011096,0.001799,0,0.0014983,0.00044533,0.0051524,0,0.00054782,0,0.0024152,0,0,0.0034333,0.00065989,0.0031876,0.00025054,0,0,0.00029475,0,0,0.0038008,0,0,0,0,0.0055749,0,0,0,0.0018228,0.0005383,0.0044491,0.0041681,0,0.00076415
0.01251,0.019386,0,0,0.0072418,0.0060221,0.0082327,0,0,0.0032108,0.0012519,0.012453,0.0016121,0,0.013133,0.0013906,0.017757,0,0.026341,0.0040457,0,0,0.0090695,0,0.0018292,0,0.010322,0.0024394,0.0045886,0,0.0075091,0,0,0.00021045,0,0.00010735,0,0,0.011178,0,0.0013273,0.0011668,0,0,0,0.0095115,0.0069566,0,0.0052541,0,0.014535,0.0014397,0,0.010846,0,0.0046081,0,0,0.015866,0.011511,0.012234,0.008935,0,0.0002818,0.0037762,0.012056,0,0.02514,0.0050883,0,0,0,0.015651,0.0026082,0
0.011463,0.034852,0.0040759,0,0,0.0094891,0.0013425,0.010062,0.026312,0,0,0.0072272,0.0040066,0.007474,0.0057636,0,0.0073863,0,0.0028858,0.0099149,0,0,0.010199,0.0097606,0,0,0,0.018235,0.0056837,0,0.015198,0.0047581,0.0035573,0.0053391,0,0.0022942,0,0,0.030648,0,0.043868,0.012688,0.0038918,0,0,0.0057312,0,0,0.0045347,0.0038349,0,0,0,0,0.056694,0.0032764,0.0015937,0,0,0.062124,0,0.032527,0,0.027658,0,0,0.01654,0.066215,0.0098923,0.0086005,0.024678,0.016412,0,0.0010704,0.058001
0,0.041287,0,0.010577,0.024054,0,0,0.021688,0,0.030468,0,0.0099853,0,0,0.0061447,0,0.059049,0.035699,0,0.024768,0.027169,0.050301,0,0,0.0086325,0,0.030533,0.0028648,0.027578,0.027045,0.044997,0,0.010592,0.0075579,0,0,0,0,0,0,0,0.028412,0.0028906,0.027251,0,0,0,0,0.0041458,0,0,0,0,0,0,0.039243,0.002858,0,0,0.034433,0,0.010028,0.038637,0.0030535,0,0,0,0.0092751,0,0,0.024141,0.027966,0.018438,0.064785,0.072287
0.006296,0.001936,0,0,0.023197,0,0.0040583,0,0.0065195,0.0011477,0.0060182,0.0094714,0.0083064,0,0,0.0033721,0,0.00035408,0.022403,0.0043433,0.0053516,0.018628,0.0010918,0.031147,0,0.011535,0.025959,0.010476,0.00048042,0,0,0,0.0032016,0.022527,0,0.018237,0,0,0.027909,0,0.0023127,0.066641,0,0,0,0.014392,0.012435,0.0050684,0.0079612,0,0,0,0.0010759,0,0.016336,0,0,0,0.0083362,0,0.0016796,0.0037149,0,0.0056141,0.0041735,0.029463,0.0037148,0.064956,0.017296,0,0.031224,0,0.0074572,0.051792,0.014836
0.013523,0.0086372,0,0,0,0,0,0,0,0,0,0.024358,0.010811,0,0,0.034272,0.011107,0.008958,0.038547,0,0.010849,0,0.011082,0,0,0,0.0064522,0.0057744,0.031888,0,0.021063,0,0.0096628,0,0,0.00098201,0.012535,0.034776,0.030838,0,0,0.083042,0,0,0,0.035945,0.028865,0,0.0076374,0,0.030435,0.003707,0.0095429,0.022896,0,0.018515,0.012945,0.0035612,0.0037328,0,0,0,0,0.0064918,0,0.016576,0,0.012046,0.010254,0,0.027375,0,0,0.019814,0
0,0,0.00047052,0,0,0,0,0,0,0.0056845,0.0010569,0,0.0030277,0.0013942,0,0,0,0.0040231,0,0.0015371,0,0.021039,0,0,0.0022768,0.0022612,0.0010826,0,0,0.0056468,0.0015799,0.0036598,0.0068647,0.0063123,0.00031417,0,0.0018371,0,0.00027457,0,0.0062556,0,0.0039025,0.0019611,0,0,0,0.0042676,0.0049554,0.0056747,0.0060669,0,0,0.0020777,0.0037658,0,0,0.0038894,0,0,0,0,0.005063,0,2.328e-05,0.0023216,0,0,0,0,0.0074406,0.0014149,0,0,0.0078387
0,0,0.0047363,0,0,0,0.0022298,0.00051449,0,0,0,0.0032556,0.0032199,0.00040294,0.00235,0,0,0.0034377,0,0.003387,0,0.014454,0,0,0,0.00023942,0,0,0,0,0,0.0059871,0.0031836,0.0033885,0.0017791,0,0.0056327,0.0035815,0,0.00029593,0.0047975,0.96336,0.0006186,0,0.0046338,0,0.00045188,0.0034972,0.002211,0.0023097,0.0026223,0,0,0.00056203,0,0.0061652,0.0024654,0,0.00049074,0,0.0057246,4.7781e-05,0,0.0011503,0.0017272,0,0,0,0,0,0,0,0.0025056,0,0
0,0.0029966,0,0,0.0023258,0.0032464,0.001847,0.0046093,0.0032114,0,0,0.0020615,0.00015476,0,0,0.0041842,0.0063323,0.013188,0.0067942,0.0046437,0.0040414,0,0.0074575,0.0025932,0.0051776,0.002427,0.0025543,0,0,0,0,0.013807,0,0.0070376,0,0,0,0,0,0.0050591,0,0.0028474,0,0,0.0046489,0,0.0075403,0.0043818,0,0.0043575,0,0,0,0,0.014825,0.00313,0.003754,0,0.00067166,0,0,0,0,0.0082969,0,0.0021847,0,0,0.0068343,0,0,0,0.0047532,0.00039916,0
