0.0075538,0.24211,0.0067399,0.0067852,0.0028777,0,0.25326,0.014061,0.0011177,0,0.0047884,0.0034832,0.0060188,0.0023434,0,0.0052645,0.2407,0.2416,0.0090162,0.23692,0.0044355,0.14131,0.0087614,0.007176,0.010025,0.22745,0.0041383,0.0054825,0,0,0.0082315,0.024187,0.011281,0,0.080467,0.0050092,0.0033033,0.23466,0.006206,0.0064557,0.014097,0.0033332,0.011991,0.0056718,0.010205,0,0.0038075,0.012338,0.002443,0.012254,0.19271,0.23206,0.23972,0,0.003676,0.0066614,0.22526,0.020721,0.008696,0.0092965,0.0029571,0.0054377,0.23736,0.0074306,0.23546,0.01098,0.0012738,0.036151,0.010851,0.0039244,0.066911,0.01232,0.010992,0.025392,0.046396
0.0095382,0.0042534,0.0085076,0.26269,0.011089,0.25968,0.0050398,0.013708,0.015107,0.25287,0.015659,0.26266,0.25689,0.0072404,0.25321,0.02622,0.25619,0.25642,0.010893,0.2467,0.0092207,0.26335,0.001231,0.0035998,0.011639,0.24454,0.011036,0.25158,0.01092,0.2551,0.2619,0.18058,0.25073,0.25804,0.27486,0.25682,0.24888,0.0096538,0.22889,0.017989,0.032733,0.26868,0.25715,0.259,0.0050331,0.26357,0.2561,0.014173,0.013461,0.030161,0.26225,0.2517,0.014179,0.013687,0.034975,0.24478,0.26153,0.25707,0.25911,0.015595,0.012837,0.02722,0.01566,0.27254,0.25996,0.017919,0.2458,0.025131,0.013159,0.020059,0.080275,0.014544,0.2608,0.064406,0.083709
0.25146,0.25173,0.25309,0.0044821,0.26225,0.0081452,0.25535,0.26258,0.24821,0.0098155,0.25601,0.0051868,0.011076,0.25208,0.0049081,0.27055,0.0037644,0.0047703,0.27406,0.0062923,0.25842,0.12399,0.26729,0.26104,0.26107,0.017155,0.25881,0.013426,0.25692,0.010565,0.0083321,0.18846,0.023504,0.0077055,0.051331,0.020384,0.01697,0.25011,0.064987,0.26071,0.24576,0.015128,0.016699,0.0066605,0.26696,0.018204,0.018173,0.2628,0.25817,0.26346,0.039354,0.016703,0.24531,0.26586,0.25825,0.025057,0.01442,0.025299,0.012495,0.26562,0.26121,0.25406,0.26312,0.0058488,0.0067047,0.25732,0.027404,0.28834,0.26833,0.26158,0.25075,0.26984,0.021032,0.24814,0.25152
0,0.0022094,0,0,0,0.0016158,0,0,0.0033409,0,0,0,0.0045146,0.0032239,0.001601,0.0010288,0.0021194,0,0,0,0,0.0085618,0.0041718,0.0038228,0,0.0027566,0,0,0,0,0,0.0062949,0.0030937,0.0011398,0.0043944,0,0,0.0017855,0.0046243,0,0,0.0022461,0.0042248,0.0019297,0.0014392,0,0,0.0095774,0.0016091,0.0044425,0,0.0016643,0.0014454,0.0013286,0.003502,0,0,0.0031579,0.0060382,0,0,0.0019162,0.0083506,0.0017205,0,0,0.0016163,0.0023544,0,0.0027139,0.037245,0,0,0.0091841,0.0035559
0.0064867,0,0,0,0.008342,0.0057308,0.0019591,0.0050077,0.0067947,0,0.0038776,0.0019546,0.014098,0.001492,0.24307,0,0.0084233,0,0.0040857,0,0.002188,0.036799,0,0.0054637,0.0054237,0.012158,0,0,0.0038855,0.003698,0.0056185,0.071456,0.0010664,0,0.0063707,0.0070374,0.0020236,0.0027591,0.019357,0.003208,0,0.0091189,0.0012827,0,0.0027439,0,0,0.021935,0.25232,0.011628,0.04658,0.0067453,0,0.0053422,0.012863,0.010968,0,0.0096075,0.23904,0.24453,0.25182,0.0020582,0,0,0.0037651,0.0085296,0.0014247,0.0024829,0.0050546,0.0040524,0.0046978,0.0017823,0,0.0071211,0.016208
0.25399,0.0096574,0.26193,0.26614,0.25528,0.25968,0.01939,0.26667,0.25093,0.25537,0.26686,0.26613,0.019187,0.25354,0.014573,0.26085,0.010256,0.25726,0.2614,0.25167,0.25524,0.30425,0.26586,0.25406,0.25995,0.24551,0.26628,0.25429,0.26109,0.25941,0.26053,0.25356,0.25548,0.25594,0.28796,0.26781,0.25558,0.25094,0.26134,0.26666,0.28402,0.014307,0.25802,0.26388,0.015493,0.27422,0.27255,0.020344,0.01461,0.039779,0.24418,0.26314,0.25698,0.26846,0.26969,0.25714,0.27478,0.26257,0.021891,0.023937,0.013902,0.2662,0.25651,0.27865,0.022885,0.26398,0.26363,0.28243,0.27149,0.26531,0.29584,0.27714,0.28066,0.27543,0.29912
0.0064329,0.24001,0.2528,0.0098417,0,0.0052073,0.24958,0.010139,0.25157,0.24831,0.014868,0.0086299,0.010882,0.010163,0.25583,0.23345,0.25018,0.25496,0.024985,0.008336,0.011029,0.12483,0.0072136,0.24315,0.00868,0.24702,0.0093932,0.0078521,0.010329,0.24784,0.010846,0.30813,0.024739,0.2532,0.020286,0.023792,0.012906,0.23898,0.26201,0.024454,0.26115,0.0076734,0.24561,0.24756,0.0076295,0.030326,0.2528,0.014772,0.25034,0.26292,0.2661,0.014602,0.0122,0.010366,0.25663,0.026411,0.021903,0.2509,0.25151,0.021587,0.26097,0.26074,0.012488,0.26214,0.2562,0.011989,0.01629,0.041821,0.26345,0.031827,0.015999,0.0044673,0.2451,0.25503,0.24579
0.0084282,0.0085278,0.0028194,0.0037902,0.015667,0.0022528,0.011913,0.25099,0.0078472,0.013572,0.0023831,0.0042737,0.0049357,0,0,0.024173,0.0061887,0.0021128,0.031204,0.0071068,0.0094653,0.13911,0.0092772,0.010913,0.26307,0.0062042,0.0063203,0.015967,0.0058053,0.0058965,0.25739,0.025674,0.0086098,0.0066569,0.28516,0,0.0019561,0.012481,0,0,0.011853,0.0074022,0.014412,0.011698,0.0092561,0.0036816,0.0052149,0,0,0.023479,0.014078,0.0050333,0.0058539,0.0088765,0.0097151,0,0.020725,0.015685,0.014686,0.017347,0.0077347,0,0.25386,0.01349,0.0078593,0.007208,0.01205,0.21732,0.0063094,0.0074663,0.071482,0.022221,0.015398,0.028615,0.034155
0.24103,0.010705,0.0039281,0.25265,0.24777,0.25512,0.001334,0.013593,0.0055679,0.0022275,0.25627,0.25296,0.25338,0.24969,0.00116,0.038707,0,0.0018212,0.014834,0.23868,0.24752,0.10056,0.25727,0.011763,0.0030451,0.0056295,0.014896,0.23971,0.24086,0.0026299,0.0050708,0.018517,0.24228,0.0021891,0.01498,0.25246,0.25007,0.0036905,0.028063,0.25668,0.0052547,0.26499,0.012118,0.0079939,0.25657,0.24427,0.012224,0.2619,0.020393,0.012521,0.022398,0.24189,0.23881,0.020998,0.015928,0.24226,0.23461,0.0077925,0.0033557,0.020117,0.0044749,0.020801,0.016341,0.0036999,0,0.25721,0.24052,0.040819,0.010282,0.23959,0.1776,0.26013,0.017427,0.022688,0.038433
0.0029446,0,0.0019075,0.0015071,0.0052888,0.0065772,0,0.004623,0,0,0,0.0043485,0,0.0010537,0.0031898,0.0084387,0.0044391,0.0018645,0.0061008,0,0.0016757,0.02748,0,0.002078,0.0012288,0.0027561,0.012055,0.0020146,0.010888,0.0060544,0,0.010866,0,0.0040728,0.017669,0,0.0023641,0.0037627,0.0049959,0.0046891,0,0.0015735,0.003394,0,0,0.0072487,0,0.0049567,0.0035693,0,0,0.0041177,0.0019981,0.23887,0.0078473,0.0041199,0.0031225,0.0078003,0.0011997,0.0066404,0,0.0026883,0,0,0,0.0028545,0.0059784,0.019584,0.0028755,0.0025283,0.072965,0,0.0040043,0.0077485,0.013078
