0.040874,0.11282,0.079486,0.038505,0.0086711,0,0.0021549,0.13501,0.0010265,0.016128,0.001752,0,0.0031905,0,0.011738,0,0.26127,0.23836,0.0016646,0.010749,0.1425,0.0022849,0.082018,0.013943,0.0071512,0.26457,0.038788,0.031892,0.010356,0,0.0088404,0.020516,0.028525,0.0010051,0.10212,0.0013668,0.011767,0.086138,0.14161,0,0.22857,0.016021,0.001656,0.04039,0.26684,0.0016332,0.011656,0.0012631,0.12673,0.09173,0.081459,0.01516,0.25523,0.021725,0.0086955,0,0.029831,0.014593,0.081303,0,0.10169,0.24275,0.0083904,0.064344,0.066593
0.25242,0.24448,0.16878,0.34939,0.0099599,0,0.26075,0,0.26594,0.0093489,0.0046293,0.088429,0.0091322,0.24007,0,0.24885,0.052426,0.2421,0.24576,0.0022495,0.29444,0.25121,0.19781,0.2144,0.0075202,0.23232,0.013773,0.079676,0.027171,0.26181,0.25774,0.25137,0.01279,0,0.068497,0,0.27627,0.15629,0.33956,0.27974,0.0066556,0.020096,0.2252,0.17505,0.0080785,0.06127,0.24709,0.012908,0.19459,0.1502,0.17977,0.25626,0.2539,0.026351,0.0095068,0,0.22929,0.044491,0.1572,0,0.17578,0.2459,0.24695,0.11537,0.15508
0.1068,0.13061,0.19556,0,0.25851,0.25821,0.0059076,0.31991,0,0.26622,0.24431,0.22614,0.25148,0.015153,0.28886,0,0.21259,0.0087101,0.035022,0.2737,0.002351,0,0.17408,0.07441,0.25808,0,0.28474,0.22807,0.27211,0.042294,0.0039972,0.032565,0.31346,0.24875,0.27679,0.26399,0.059421,0.20155,0,0,0.2616,0.26959,0.060787,0.18972,0.25286,0.26865,0.027875,0.25176,0.15093,0.20053,0.18424,0.026711,0.0077104,0.2347,0.25806,0.2529,0.10953,0.24946,0.18765,0.26168,0.18598,0.012242,0.013617,0.2427,0.20182
0,0.010139,0.0061364,0.009306,0,0,0,0.0012821,0,0,0.00222,0,0,0,0,0,0,0.0021959,0.0022554,0.0021271,0,0.007158,0.0045353,0,0.0013944,0.001131,0.0032872,0,0.025211,0,0,0.0041493,0.0065562,0.0017569,0.0048423,0.0079916,0,0.0027351,0.0017534,0,0.0011493,0.00279,0,0.014039,0.0021181,0,0,0,0.0029498,0.0049863,0.036748,0,0.0022358,0.00779,0,0.0034652,0,0,0.0015881,0,0.010824,0,0.001659,0.0033262,0
0.032731,0.005577,0.009472,0.17587,0.0028371,0.018997,0.0086399,0,0,0.0077604,0.001277,0.014871,0,0,0.0054821,0.25259,0,0.010569,0.0048944,0.0030518,0,0.0096094,0.046135,0,0.006751,0,0.027422,0,0,0.0019075,0.0036636,0,0.018763,0.0055161,0.005836,0.013497,0.058396,0.010049,0,0,0.22631,0.028148,0.0019086,0.0097546,0.0034409,0.011211,0.003009,0,0.019784,0.0028764,0.019921,0,0,0,0.0012776,0.25869,0.023018,0.0013295,0.051854,0.0078472,0.02012,0,0,0.0096596,0.013237
0.29269,0.27321,0.30679,0.10609,0.26616,0.24162,0.26229,0.27613,0.25968,0.26482,0.24397,0.26876,0.25877,0.24836,0.2628,0,0.028501,0.23922,0.23704,0.027884,0.31386,0,0.27982,0.28018,0.25142,0,0.046275,0.30423,0.27827,0.2901,0.25057,0.28699,0.12821,0.222,0.31006,0.028407,0.22667,0.3127,0.33403,0.24231,0.031229,0.24598,0.27417,0.30189,0.010196,0.28515,0.26689,0.27456,0.30376,0.31123,0.30375,0.27235,0.24615,0.24185,0.23939,0,0.30125,0.27531,0.27563,0.24375,0.31254,0.24425,0.2445,0.31623,0.31355
0.23214,0.20837,0.076477,0.29897,0.0020755,0.0071449,0.020709,0.16568,0,0.016962,0.25223,0,0.018932,0.23852,0,0.25425,0.2388,0.24532,0.0085169,0.0062258,0,0,0.16818,0.1893,0.01983,0.23436,0.28899,0.25097,0.22308,0.038813,0.0062476,0.20752,0,0,0.062564,0.017887,0.1278,0.18141,0.20324,0.08061,0.016549,0.08234,0.24786,0.098079,0.25608,0.27173,0.0076194,0.2702,0.085484,0.2023,0.13498,0.2364,0.27285,0.25307,0.0011528,0.25359,0.12689,0.029322,0.16391,0,0.11531,0,0.24881,0.13602,0.16091
0.0472,0.056481,0.20102,0.027592,0,0,0,0.012512,0.015248,0.25823,0.0063032,0.031592,0.25598,0.017973,0.0054296,0,0.031254,0.00726,0,0,0.043241,0.0031395,0.052524,0.020894,0,0,0.0075034,0.050706,0.010371,0.0071475,0.0050151,0.059674,0.2874,0,0.087315,0,0.054186,0.069607,0.06771,0.02669,0.0053602,0,0.01127,0.024401,0.0056837,0.016398,0.020798,0.0029022,0.067356,0.095929,0.091738,0.0238,0,0.0029885,0.0095644,0,0.032134,0.021194,0.046813,0.010195,0.087966,0.020449,0.0050263,0.060324,0.073215
0.047151,0.13073,0.11009,0.0074958,0.27031,0.24674,0.2531,0.10052,0.25782,0.0011012,0,0.28446,0,0,0.25125,0,0.015268,0,0.27987,0.26697,0.29028,0.28143,0.13419,0.013614,0.24775,0,0.0068645,0,0.062821,0.25805,0.2569,0.01252,0.030049,0.25845,0.083284,0.26184,0.11004,0.092323,0.092631,0.18522,0.23749,0.21252,0.023242,0.19896,0,0.046548,0.2433,0,0.16271,0.041093,0.080102,0.019664,0,0.013207,0.2573,0,0.16861,0.24553,0.080431,0.0055978,0.1191,0.23714,0,0.1104,0.089678
0.012401,0,0,0,0,0.0050791,0.0052032,0.006389,0.0033091,0.0070705,0.0015912,0.021718,0.001379,0.0016526,0.010123,0.0022231,0,0,0.0036575,0.0020768,0.0056191,0,0.020501,0.012436,0.0030472,0.002009,0,0.0030192,0.017348,0.013191,0,0.002727,0.010148,0,0.116,0,0.012694,0.0064994,0,0,0.0059159,0,0.001277,0.003765,0.0061725,0,0.0048324,0,0.02859,0.012019,0.062399,0.001945,0.0040323,0,0.0064856,0.0045337,0.016753,0.0019483,0.01471,0.003584,0.042165,0.0048266,0.0016797,0.011862,0.021439
0.17451,0.11875,0.22311,0.20091,0.27265,0.25691,0.24387,0.14974,0,0.24974,0.2435,0.12518,0.246,0,0.25956,0.24991,0,0.24877,0,0.0045264,0.17234,0.23788,0.26794,0.27225,0.27187,0,0.032613,0.25764,0.0646,0.25116,0.25809,0.072314,0.11216,0.2428,0.17404,0.24524,0.29805,0.26853,0.27021,0.25334,0.2484,0.25667,0.26273,0.3081,0,0.081216,0.26205,0.22402,0.2895,0.28105,0.27085,0.26458,0.0014788,0.25608,0.25198,0.2511,0.27709,0.2694,0.28658,0,0.30585,0.24592,0.24386,0.28225,0.29216
0.0068818,0.028367,0.021146,0.00153,0,0,0,0.0080927,0.0011222,0.0012595,0.005429,0.0098662,0.0018182,0.0051127,0.016655,0.0021197,0.0098997,0.0029045,0.0030337,0.0045145,0.0044019,0,0.022938,0.015103,0.0043322,0,0.0044071,0,0,0,0.001945,0,0.017129,0,0.033771,0.0025649,0,0.0055036,0.017195,0.0037887,0,0.0017007,0,0.016904,0.0020893,0.15565,0.0016061,0.0028362,0,0.0044622,0.01334,0.0042019,0,0.0053959,0,0,0.0028375,0,0,0,0,0,0.0038996,0.0084769,0.0044517
