0,0.065935,0.030521,0,0,0,0.0029444,0.029398,0.017352,0,0.013978,0.010853,0.0080882,0,0,0.010278,0,0.0040262,0.020304,0.012721,0.0047896,0,0,0,0,0,0,0,0.021953,0,0.018977,0,0.060958,0.018612,0.0086402,0,0,0,0.039065,0,0.021592,0.0096316,0,0,0,0,0,0,0.012591,0.0029156,0.028306,0.0031164,0,0.10172,0,0,0.034807,0.025685,0,0,0.0021292,0.0080802,0.032124,0,0.007562
0.026121,0.025343,0,0,0.01282,0.0073147,0,0,0.0048477,0.024023,0,0,0,0,0.0023108,0.0029372,0,0,0.027168,0.053614,0.0080101,0.054082,0,0,0,0,0,0,0.010039,0,0,0.048928,0.057377,0.023442,0,0,0,0,0.055722,0.062397,0,0,0,0.052629,0,0,0.061637,0.007285,0,0,0.0007501,0,0,0,0,0,0.013788,0,0.064566,0.038993,0.075181,0,0,0.080578,0.013061
0,0,0,0.011042,0.011205,0.0011839,0.012158,0.042765,0.015762,0,0.0027922,0.063198,0,0,0,0,0.027608,0,0.010629,0,0.031495,0.029985,0,0.023852,0,0.0098226,0,0,0.015513,0,0,0,0.023747,0.024296,0,0.042808,0.0076314,0.0010367,0.02137,0.051058,0,0,0,0.0012668,0.0019146,0,0.0078467,0,0.048836,0.010314,0.0054642,0,0.025932,0,0.027594,0.002569,0.020529,0.001854,0.017538,0,0.0076659,0.042208,0,0.00053196,0
0,0,0.010865,0.019376,0,0,0,0,0,0,0.00069686,0.019645,0.00052385,0,0,0,0.033127,0.012543,0,0,0.017664,0,0.0030309,0,0,0,0,0,0.0053359,0.015235,0.015576,0.02097,0.0052024,0,0.0071587,0.0012425,0,0.010004,0.080033,0.067136,0,0,0.020813,0.0038767,0.58544,0,0.021316,0.019417,0,0.00013873,0.0099618,0,0,0.0099268,0,0.016475,0.042279,0.036388,0.0029629,0,0,0,0,0.015165,0.016998
0,0,0.053786,0,0.0033912,0.001502,0,0,0,0,0,0,0.0070618,0,0.010159,0.01069,0,0,0.0062735,0.022759,0,0,0.0052225,0,0,0.010678,0,0,0,0,0,0,0.018283,0.0014839,0.018867,0,0,0,0,0,0.0031747,0.0049087,0,0,0.015647,0,0,0.016129,0,0,0.032765,0.0075578,0.042001,0,0.0073648,0.038424,0,0,0,0.01137,0,0.083678,0,0.0099932,0.017198
0.010222,0,0.0046252,0.043896,0.016346,0,0,0.036113,0,0,0.027478,0,0.0013032,0,0.00039682,0,0,0.00038234,0,0.023105,0.036023,0,0,0,0.0139,0.014504,0.010911,0,0,0.0019623,0.00086668,0.01102,0.11455,0.0074022,0,0.0015116,0,0,0.021649,0,0.0062345,0.091483,0,0,0,0,0.010052,0.02244,0,0,0.006238,0.0074201,0,0.038784,0.042883,0.030401,0,0,0.0033685,0,0,0,0,0,0
0,0.0015494,0.074387,0.19493,0.021164,0,0,0.026082,0.002358,0,0,0.060438,0.007565,0.010181,0,0.013846,0.0088142,0,0,0.009845,0.068947,0.036759,0.064958,0,0.012857,0.04473,0,0.044835,0,0.026481,0.0088955,0,0,0.011827,0,0.003895,0,0,0,0,0,0.014749,0,0,0.040155,0.0036959,0,0.025526,0.048996,0.00087734,0,0.0052587,0.013497,0,0,0.0045393,0,0.0098909,0,0.022152,0,0,0.042048,0,0.027943
0.0033429,0,0,0,0,0.018117,0,0,0.0074504,0.028065,0.0090097,0.033963,0,0,0,0,0,0.010714,0,0.00068756,0.033902,0,0.031616,0,0.012165,9.3169e-05,0,0,0.062723,0.0014563,0,0,0.073578,0.0035927,0,0,0,0.0030141,0.01366,0.049895,0,0.035321,0,0,0,0.010664,0,0.0081488,0,0,0.01461,0,0.019625,0,0,0,0.051756,0.0026394,0,0.041667,0.029399,0.024698,0.049209,0,0.04118
0,0,0.047686,0.043043,0.01642,0.022767,0,0,0.021424,0.004264,0.00046125,0,0,0,0.032294,0,0,0,0,0.067475,0.026766,0,0,0,0.00066798,0,0,0.018944,0,0,0.002441,0,0.076426,0,0.0033676,0,0,0,0,0.0060193,0.025743,0.0055724,0,0.0092616,0,0,0,0,0,0,0,0,0.038839,0,0,0,0,0,0,0,0.029443,0,0.020167,0,0.02449
0.0087846,0,0.016742,0.0043097,0.0066072,0,0.0055583,0.0051855,0.024446,0.008962,0,5.7195e-05,0.013145,0.0079348,0,0,0.0043454,0.012266,0.0063963,0.92292,0.046386,0,0.00035646,0,0.00086799,0,0.0031128,0,0,0,0,0.016293,0,0,0.0046476,0,0,0.013391,0.022919,0,0,0,0,0,0,0,0,0.0089042,0,0,0,0,0.0098267,0,0,0.0084817,0.014503,0,0.015044,0,0,0.030647,0.030879,0,0.0021994
