0.0094231,0,0.010897,0.022656,0,0.011812,0,0,0,0,0.026929,0,0.011505,0,0.003623,0,0,0,0.014627,0.0079602,0,0.015006,0,0,0.0090422,0,0.0069897,0,0,0,0,0.016308,0,0,0.0091575,0.061016,0.025618,0.020826,0.022992,0.033581,0.015043,0.02302,0,0.030278,0,0.0098003,0.019652,0,0,0,0.023812,0,0,0.025723,0.039525,0,0.029067,0.0087224,0,0,0.031689
0,0.029739,0.01312,0,0.0037974,0.021838,0.12635,0.014615,0,0.0025884,0,0.081479,0,0.003484,0,0.0056445,0,0.019766,0,0,0,0,0,0.0026555,0.03265,0,0.011423,0,0,0.005133,0,0,0.00058903,0,0,0,0,0,0.14256,0.027334,0,0,0.019508,0,0.011285,0,0,0.024643,0.041256,0,0.024151,0,0.0030778,0,0,0,0,0,0.001909,0.047103,0.014377
0,0.0096883,0.020503,0.017235,0,0.013005,0,0,0,0.002493,0,0.088349,0,0.0055562,0,0.0044611,0,0.015497,0.012132,0.010276,0.012781,0.0090194,0,0,0.00091258,0.0034089,0,0.0020644,0,0,0,0.026147,0,0,0.0036081,0,0.0029285,0.0040344,0.030509,0.065183,0,0,0.015545,0.010528,0.00066685,0.0058694,0.018053,0.030082,0,0,0,0.010099,0.015717,0,0.017838,0,0,0,0.0068954,0,0
0,0,0,0.035747,0.0089118,0,0.024661,0,0.013665,0.0028638,0,0.013122,0,0,0,0,0.011081,0,0,0.019941,0.0062369,0.0050772,0,0.0024033,0,0.0035088,0,0.0077545,0.0021168,0,0,0.039225,0,0,0.036165,0,0,0.018001,0.028393,0,0.047011,0,0.0019094,0.02036,0.020704,0.017975,0,0.015697,0.026316,0,0,0,0,0,0,0,0,0,0,0.048804,0.0024492
0,0.012741,0,0.019427,0,0.0082161,0.042286,0.0051258,0.0052152,0,0,0,0.0048482,0,0,0,0,0.0086047,0.0051876,0,0,0,0,0.0090074,0,0.003248,0,0,0.0069587,0,0,0,0,0.024088,0.0040586,0.0072973,0,0,0.040187,0.018343,0,0,0,0,0.0027057,0.0075022,0.015462,0,0.0059296,0,0.0086743,0.016045,0,0,0.0072175,0.015073,0.006905,0.018325,0,0,0.0033588
0,0,0.015022,0.013277,0.0087017,0.0096224,0.024339,0.014919,0,0.010347,0,0,0.013051,0,0,0.019569,0,0.0070061,0,0,0,0.0054201,0.0062923,0,0,4.7275e-05,0,0,0,0.01384,0.0020145,0,0.011883,0,0,0,0,0.051981,0.057255,0.043024,0,0.048165,0.0033749,0,0.010888,0.0023247,0.028879,0,0.053088,0.0074544,0,0.03145,0,0.080254,0.0098556,0,0,0.0119,0.039043,0,0.0059763
0,0,0,0.098279,0,0,0,0.020399,0.028732,0.029841,0,0,0.022157,0.025677,0,0,0.022757,0,0,0,0,0,0.0067179,0.032138,0,0.0043141,0,0,0,0.023969,0,0.045134,0.019075,0,0,0,0.017203,0.015334,0,0.00067773,0.1041,0.051044,0,0,0.033657,0.0031875,0.0039942,0.028349,0.096073,0,0,0.003247,0,0.0065983,0.022928,0,0,0.012554,0.051961,0,0.072421
0,0,0.0021513,0.030063,0,0.018813,0.08338,0.033975,0,0,0,0,0.0055612,0.0029231,0.015738,0.0041072,0,0.0094362,0.015383,0.021122,0,0.022844,0.029239,0,0,0,0.0081006,0,0,0,0.016232,0,0.059981,0.0016274,0.00012285,0.015773,0.013903,0,0.020492,0.0027389,0,0,0.0068838,0.088786,0.074822,0,0,0.01752,0.0079469,0.0032087,0.012211,0,0,0.040255,0,0,0,0.00035117,0,0.0080801,0.0062129
0.0081339,0.02932,0.026788,0.044381,0,0.0036001,0.21449,0,0,0.016975,0,0,0,0.022907,0.028024,0.0029942,0,0.016861,0,0,0,0,0,0,0.0063485,0.012261,0.00050187,0.0045673,0,0,0.0058204,0,0.07482,0,0.031931,0.0079669,0.00066189,0,0.027307,0,0.040511,0,0,0.0005113,0,0,0,0,0.0041702,0,0,0.0059659,0.020303,0,0,0.017638,0.073852,0,0,0.0055814,0
0,0,0.012197,0.0071681,0,0.0054581,0,0,0,0.0063188,0,0.021149,0.013137,0.0040484,0,0.018814,0,0.16022,0,0.019188,0,0.01715,0,0,0.012379,0,0.0071523,0,0,0.030587,0.022611,0,0,0.018957,0.0094817,0.031758,0,0,0,0,0,0,0.091449,0,0.029505,0,0.0090731,0,0,0.013749,0.0015938,0.053544,0,0.022074,0,0,0,0.025727,0,0,0.013099
