0.031006,0.0079861,0.0053273,0.049256,0,0.23679,0.21342,0.059738,0.0029679,0.0096956,0.012669,0.02845,0.24324,0.26122,0.0031638,0.018972,0,0.0091458,0.0060753,0.012703,0.023815,0.0053065,0.0056589,0.0027877,0,0,0.26203,0.0059908,0.07616,0.019681,0.0037151,0.014862,0,0.023507,0,0.17213,0.040322,0.0051584,0.062454,0.03841,0.012606,0,0.010433,0.064846,0.033599,0.061391,0.034697,0.049081,0.026626,0.066849,0.0088529,0.25172,0.089821,0.0048158,0.024295,0.1563,0.014865,0.058326,0.097034,0.098867,0.067392
0.031096,0.020127,0.019685,0.16593,0.25617,0.26146,0.037405,0.11925,0.2576,0.0079168,0.020594,0.21871,0.24553,0,0.0079112,0.24324,0.0080931,0.26437,0,0.2613,0.08144,0,0.25835,0.0018787,0.25937,0.0076178,0.24804,0.01242,0.07267,0.054887,0.26827,0.25404,0.26991,0.26424,0,0.25036,0.24804,0.041176,0.20804,0.2913,0.29673,0.02025,0.040506,0.17393,0.31072,0.28414,0.12423,0.21651,0.23571,0.25256,0.25133,0.007192,0.27838,0.069365,0.21629,0.26288,0.0083546,0.091914,0.20827,0.22388,0.1242
0.25981,0.25158,0.24492,0.18451,0.0090799,0.0068724,0.30739,0.25252,0.004032,0.26085,0.25693,0.083856,0.0036142,0.25662,0.26119,0.050292,0.26652,0,0.26275,0.0050351,0.23509,0.25989,0.0079635,0.24289,0.0067353,0.26186,0,0.26208,0.20642,0.28871,0.0016971,0,0.0060793,0,0.301,0.054772,0.072203,0.24033,0.16372,0.032463,0.011245,0.24757,0.25347,0.16955,0,0,0.21274,0.12693,0.11632,0.081959,0,0.24437,0.042472,0.26096,0.12727,0.059422,0.25412,0.26175,0.1595,0.12602,0.23016
0.0026881,0.0032929,0,0.0055311,0,0.0017562,0.006405,0.0083278,0,0,0,0.0074691,0,0,0,0.0066184,0,0,0,0,0,0.001888,0,0,0,0,0,0,0,0.11321,0.0012359,0,0.0014853,0,0,0.0071725,0,0,0,0.0073318,0.0026289,0,0,0.002989,0.0019939,0,0.0092794,0.0017145,0,0,0.00167,0.0057853,0.014889,0.0016761,0.0061428,0.0014861,0,0,0.010209,0.0049827,0.0024686
0.0024803,0.018732,0.0063889,0.11552,0,0.0021272,0.0076726,0.15009,0,0,0,0.031072,0,0,0,0.16108,0,0.0027319,0.0032685,0.0043886,0.0068223,0,0,0.0021128,0,0.0070961,0,0.0028346,0.0036,0.0046498,0.0026179,0,0.0064609,0,0.0042465,0.02649,0,0.016965,0.0324,0.15707,0.26955,0,0.041134,0,0.0054986,0,0.013445,0.050714,0.0083718,0.0020833,0,0.014282,0.0011732,0.0026877,0.016589,0.0031576,0,0.0092696,0.017144,0.019254,0.021494
0.25891,0.24089,0.24886,0.072893,0.26038,0.25734,0.25916,0.14345,0.24839,0.27245,0.26692,0.13342,0.25106,0.0039356,0.27075,0.12753,0.26662,0.25734,0.24687,0.25728,0.11499,0.25904,0.26136,0.2418,0.26284,0.26181,0.008976,0.25921,0.25712,0.21087,0.26317,0.24141,0.0094059,0.25626,0.28235,0.26043,0.30142,0.26398,0.30861,0.1316,0.060319,0.26123,0.25139,0.30102,0.2806,0.27379,0.28894,0.27102,0.22007,0.32935,0.23598,0.0035149,0.27903,0.27784,0.30103,0.27136,0.24158,0.32364,0.32348,0.30897,0.3086
0.25036,0.023668,0.0020908,0.30125,0,0.27075,0.12117,0.17051,0.26128,0.0090083,0.27585,0.083806,0.0053739,0.25249,0.023021,0.20574,0.026185,0.0055398,0.0035607,0.0026529,0.031065,0.25837,0.26093,0.26295,0.019402,0.0195,0.24126,0.023878,0.0037721,0.022649,0.011006,0.25853,0,0,0.043046,0.21974,0.076581,0.020318,0.10262,0.23085,0.34616,0,0.11242,0.066783,0.27491,0.26699,0.16878,0.17777,0.16902,0.15631,0.0066024,0.2362,0.11066,0.23491,0.20032,0.060185,0.0087532,0.075949,0.16323,0.12566,0.13077
0.019722,0.015878,0,0.033605,0.0064832,0,0.2142,0.0010217,0.0038282,0.0038849,0,0.017621,0.0069169,0,0.25237,0.069536,0.021429,0.014101,0.0075052,0.25698,0.0058889,0.0025497,0.0040627,0,0.0028949,0.24904,0,0,0,0.042613,0.0063407,0,0.0055117,0.007867,0.012456,0.019889,0.19939,0.020304,0.10349,0.016277,0,0.012355,0,0.054761,0.026273,0.0033622,0.043209,0.029238,0.036409,0.0038146,0.020303,0.013343,0.017771,0.03118,0.083702,0.02093,0.019173,0.069566,0.072777,0.039978,0.093404
0.018409,0.21855,0.25383,0.020182,0.26032,0,0,0.20035,0,0.25694,0.015019,0.19361,0.2386,0,0,0.0047795,0.010892,0.22885,0.24701,0.0069713,0.28276,0,0,0,0.24242,0.0028005,0.0026829,0.24794,0.29619,0.24505,0.25181,0,0.26649,0.24555,0.016342,0.055567,0.034453,0.019249,0.1559,0.071353,0,0.26839,0.21032,0.24116,0.0073141,0,0.048012,0.11921,0.1469,0.15403,0.23784,0.0037866,0.18976,0.064037,0.037588,0.23187,0.24083,0.22249,0.095832,0.16031,0.10539
0.0042433,0.011196,0.001344,0,0.0056627,0.0026881,0.011031,0.0013011,0,0,0,0.0044195,0,0,0,0.0022912,0,0.0017157,0,0,0.0022982,0.0018046,0.0021361,0,0.0024944,0.0013016,0,0.0037842,0,0.033442,0.0028512,0,0.0013404,0.0064196,0.20795,0.0079117,0.0058071,0.181,0.013064,0.0056032,0.005062,0,0,0.0046116,0.0078627,0,0,0.029016,0.014035,0.013014,0.0011548,0.0054061,0.0089931,0,0.028946,0.0092254,0.0013028,0.0044061,0.036533,0.022173,0.019249
