0,0,0,0.019893,0.010483,0,0.065215,0,0.0081546,0,0.0082668,0.026264,0,0.0021323,0.008755,0.00025994,0,0,0.010867,0,0,0.0025196,0,0.086941,0,0.0088148,0,0.084644,0.077032,0,0,0.0097459,0.0027922,0.0815,0,0.073775,0,0.083249,0,0.024441,0.010599,0.016408,0,0.025803,0.011731,0.016176,0.0044698,0.054573,0,0.062909,0,0,0,0.020686,0.020279,0.032624,0,0,0.032033,0.066049,0.041797
0,0,0,0.04225,0.0085233,0,0.02445,0,0.010589,0,0.010211,0.019421,0,0,0.0089594,0.085182,0,0,0,0,0,0,0,0.075742,0,0.0044038,0.0010253,0.0032755,0,0,0.0008396,0.0011859,0.0031502,0,0,0.073675,0,0.082743,0,0.068241,0.048823,0,0.011629,0,0.069576,0.0087738,0.037475,0.072998,0.0070626,0,0,0,0.015591,0.027894,0.010733,0.0094111,0,0,0.047304,0.05989,0
0,0,0,0.036407,0.073191,0,0.071168,0,0.078905,0,0.060299,0.012472,0.00064862,0,0.0009514,0.095431,0,0,0.0070057,0,0,0.0014099,0,0.083671,0,0,0,0.083497,0.0054218,0,0,0.088511,0.0039486,0,0,0.0048744,0,0,0,0.035536,0.05193,0.00095444,0,0,0.088124,0.021514,0,0.047445,0,0.013214,0,0,0,0.010986,0.022651,0,0,0.042358,0,0.06011,0.027166
0,0.0033607,0,0.028467,0.0045843,0,0.019647,0,0.0073426,0,0.0085311,0.017162,0,0,0.00048491,0,0,0,0,0,0,0.08412,0,0,0,0.0066902,0,0.027107,0.0085435,0,0,0.047292,0.0054198,0,0,0.079071,0,0.017217,0.022165,0.016134,0.076065,0,0,0.044239,0.035983,0.029871,0.022956,0,0,0,0,0,0,0.0042256,0.0066149,0.024441,0.00035394,0,0.012181,0,0.013814
0.010346,0,0,0.0077797,0,0,0.056507,0,0.079831,0,0.026347,0.012713,0,0.0018888,0.00083188,0.040039,0,0.00422,0,0,0.003749,0.090151,0,0.0045897,0,0,0,0.0097442,0.011741,0,0.0026738,0.012368,0.00065212,0.0036629,0.0051079,0.0085268,0.016068,0.0021581,0.022172,0.011833,0.026276,0.0067593,0,0,0.015274,0.0026604,0,0.11373,0,0.034347,0,0,0,0.030894,0.014574,0.026665,0.00094135,0,0,0,0.069924
0.0055101,0,0,0.010485,0.008217,0,0.051564,0,0.0016245,0,0.0070255,0.0088608,0,0,0.0045652,0.080069,0.00016982,0,0,0,0.0034394,0,0,0.081701,0,0,0,0.014955,0.0074439,0,0,0,0.00096029,0.0027656,0,0.055836,0,0.012045,0,0.027938,0.043326,0.0043705,0.0049376,0,0.012413,0.00037767,0.0085132,0.093467,0.00031601,0.039878,0,0,0,0.012046,0.023689,0.010407,0,0,0,0.016412,0.02297
0,0,0,0.092,0.0041238,0,0.074358,0,0.010293,0,0.072779,0.081759,0,0,0.011381,0.10427,0,0,0.013758,0,0,0.00057574,0,0.080106,0,0,0,0.094255,0.10096,0,0,0.008951,0.0060273,0.021873,0,0.027249,0,0,0.038423,0.06461,0.059136,0.094695,0,0.016983,0.1016,0.093458,0,0,0.041419,0.089599,0,0,0,0.078141,0.018294,0.070264,0,0,0,0.1445,0.078436
0.0014855,0,0.00065467,0.010066,0.064446,0,0.07068,0.0050304,0.011141,0,0.020764,0.026232,0,0,0.083111,0.021366,0,0,0,0,0,0.0050437,0,0.0013312,0,0.0018577,0,0.031714,0.064112,0,0,0.084003,0,0.0061992,0,0.011252,0,0.11578,0.029452,0.016911,0.008068,0.023654,0,0.019348,0.023,0.0043645,0,0.062512,0,0.018556,0,0,0,0.037169,0,0,0,0.017309,0.047396,0.019996,0
0,0,0,0.017104,0.070975,0,0.034125,0,0.071923,0,0.0092474,0.057845,0,0.00796,0.074587,0.015772,0,0.0032528,0,0,0,0.0782,0,0,0,0.0031778,0,0.0030277,0.021841,0,0,0.086614,0.0048261,0.013201,0,0.015252,0,0.036443,0,0.014177,0.0073969,0.095192,0,0,0.013073,0.0082251,0,0.03191,0.05448,0.011026,0,0,0.016161,0.0066881,0,0.024487,0,0,0,0,0
0,0,0,0.035505,0.077182,0,0.032279,0,0.082868,0,0.066516,0.063644,0,0.0010245,0.085708,0,0,0.00023782,0,0,0,0.096378,0,0.080839,0,0,0,0.089534,0.08647,0,0,0,0.089355,0.070794,0,0.099042,0,0.087025,0.027615,0.11257,0.068748,0.019624,0,0.019474,0.10427,0.12194,0,0.014214,0.012731,0,0,0,0,0.060436,0.03788,0,0,0.030111,0,0.10195,0
0,0,0,0.051802,0.06903,0,0.027282,0,0.080868,0,0.062566,0.043706,0,0,0.076484,0,0,0,0,0,0,0.0010841,0,0.080846,0,0,0,0.02169,0,0,0.0026411,0.083742,0.086674,0,0.0098848,0.015509,0,0.025263,0.061833,0.057309,0.02153,0,0,0.081569,0.011717,0.071103,0,0.026355,0.003332,0.097901,0,0,0,0.022763,0.10613,0.046472,0,0,0.023638,0.031433,0.041432
0,0,0,0.040966,0.006479,0,0.027888,0,0.070801,0,0.061177,0.030131,0,0,0.0054101,0.017833,0,0,0,0.00082779,0,0.085463,0,0,0,0,0,0.015585,0.034622,0,0,0,0.094333,0.0029729,0,0.024871,0.0022154,0.015285,0.065151,0.027393,0.0085056,0.0091115,0,0,0.018201,0,0.013804,0.0046572,0,0.02477,0,0,0.01215,0.089134,0.0046009,0.016168,0,0.016563,0,0,0
0,0,0,0.076528,0.076683,0,0.036727,0,0.003212,0,0.0033165,0.033971,0,0.0042855,0.089458,0.0037459,0,0,0,0,0,0.0053459,0,0.083336,0,0.0098509,0.0057368,0,0.0087965,0,0,0.083933,0.00099652,0.073228,0.0043059,0.085566,0,0.0044831,0.061457,0.0099922,0.038012,0.084372,0,0,0.02172,0,0,0,0.015704,0.037369,0,0,0.015328,0.020736,0.080299,0.024797,0,0.0045143,0.042887,0.068512,0
0,0,0,0.078582,0.01318,0,0.078048,0,0.083853,0,0.023638,0.069867,0.0024142,0,0.081498,0.092088,0,0,0,0,0,0.083719,0,0.080692,0,0,0,0.11387,0.079673,0,0,0.094802,0.0016194,0.078904,0,0.089518,0,0.10433,0.10791,0.035358,0.050608,0.032115,0,0.06364,0.031987,0.00037122,0,0.06261,0,0.15714,0,0,0,0.059502,0.026714,0.041022,0,0,0,0.014053,0.05509
0,0,0,0.026037,0.074949,0,0.02199,0,0.0013051,0,0.05771,0.053984,0,0.0040107,0.0015412,0.079729,0,0.0043754,0,0,0,0.083669,0,0.07938,0,0.0088596,0,0.0070043,0,0,0,0.080089,0.0071545,0.014276,0,0.017787,0,0.015755,0.036167,0.019212,0.046094,0.085616,0,0.09856,0.019689,0.0041447,0.019938,0.035033,0,0.082222,0,0,0,0.029887,0.0044878,0,0,0,0,0.074295,0.036275
