0.10428,0.055641,0.24262,0.019139,0.016442,0.080225,0,0.0045116,0,0,0.010957,0.089763,0.0055605,0.0020391,0.054392,0.0028224,0.24727,0.23959,0.010827,0.23972,0.021726,0.015173,0.012592,0,0.0053745,0.21723,0.010312,0,0.010689,0,0.24102,0.019605,0,0.019471,0.0037127,0.042791,0.027042,0.014629,0,0.010477,0.052392
0.11696,0.23619,0.0095479,0.254,0.27439,0.19064,0.02036,0.0075873,0.24665,0.23037,0.0087696,0.16109,0.27119,0.018476,0.2692,0,0,0.26713,0.0065061,0.24587,0.26997,0.031836,0,0.2471,0.24664,0.24714,0.010421,0.27462,0.025648,0.0043054,0.25222,0.24682,0.013392,0,0.266,0.00848,0.25492,0.25684,0.27155,0.24571,0.13212
0.27417,0.069722,0.25254,0.027806,0,0.17813,0.27877,0.25129,0.027625,0.032834,0.25639,0.18449,0.061381,0.24871,0.051645,0.26475,0.2639,0,0.26139,0.0083038,0.012727,0.32125,0.26834,0.0075914,0.022146,0.016178,0.26344,0.010291,0.27232,0.26268,0.0061199,0.035372,0.26087,0.30648,0.0064779,0.27863,0.020012,0.032479,0.012839,0.033314,0.21441
0.012098,0,0.0019098,0.0060603,0,0.0068584,0,0,0,0.0017138,0.0040931,0.0094305,0.0082256,0.0043749,0.0054631,0,0,0.0029904,0,0,0,0.0065584,0,0.0017787,0,0.0017309,0,0,0,0,0,0,0,0.0049177,0.001807,0.0057554,0.0016366,0,0.0020922,0.0043903,0.0043037
0.026168,0.0035853,0.0015124,0.020954,0.0097884,0.02222,0.0071447,0,0.0087077,0,0.0026884,0.0021771,0.044834,0.0037442,0.02089,0.0024203,0.0061039,0.013418,0,0,0.01253,0.23799,0.0013509,0.24612,0,0.0090866,0,0.003236,0,0.0067808,0.0094802,0.0092349,0.0033749,0,0,0.013517,0,0,0.0097423,0.010124,0.025237
0.31553,0.28386,0.018825,0.0715,0.26311,0.26286,0.26439,0.25571,0.24917,0.2603,0.25552,0.30996,0.2558,0.25275,0.27428,0.257,0.019335,0.01605,0.25626,0.25382,0.26206,0.087782,0.26373,0.0066394,0.2521,0.25224,0.27278,0.26787,0.29049,0.26321,0.24828,0.27465,0.263,0.057681,0.25475,0.25338,0.2636,0.2852,0.023436,0.25924,0.29204
0.1919,0.093649,0.2472,0.026954,0.015457,0.070656,0.053327,0.25751,0.26433,0,0,0.0403,0.26219,0.26125,0.21968,0,0.25369,0.26686,0.0030833,0.004116,0.014113,0.2155,0.0049628,0.2547,0.015592,0.24297,0.024364,0.063438,0.28333,0.0037373,0.25569,0.013459,0.024334,0.0052232,0.27103,0,0.027453,0.025775,0.01892,0.24358,0.1498
0.086635,0.008468,0.012112,0.0025546,0.0082131,0.19426,0.0057791,0,0.011014,0.0039137,0,0.16901,0.012969,0,0.042096,0.0063808,0.0098607,0.0068363,0.010972,0.0090971,0.25078,0,0.24893,0,0.015613,0.011875,0.24704,0,0.015774,0.0011835,0.0042639,0.0023994,0.019153,0.01218,0.0016397,0.023168,0.0028922,0.0066766,0.002079,0.0086802,0.033998
0.094912,0.21473,0.0064576,0.25045,0.24592,0.084557,0.069153,0.0042103,0,0.26543,0.26357,0.094718,0.046835,0.006979,0.049051,0.24887,0,0,0.25539,0.24179,0.014247,0.14651,0.01454,0,0.24341,0.0077761,0.0083869,0.22317,0.0035209,0.25145,0,0.2642,0.005971,0.28043,0,0.27504,0.2458,0.2569,0.25367,0.014163,0.15007
0.010974,0,0,0,0,0.020608,0.03601,0,0,0.0053822,0.0026937,0.043797,0.0088529,0.0022829,0.01068,0.011328,0,0.0028359,0.0024812,0,0.0016502,0.012273,0.0057454,0.0019601,0.0014263,0,0,0.0032521,0,0.010483,0.002828,0,0.0065154,0.0055425,0,0.0065944,0,0.0091367,0.0031751,0.01159,0.011396
