0.057216,0.24764,0.1023,0.0093298,0.010869,0,0.0046414,0.028563,0.01794,0.0019709,0,0.0066244,0.019487,0,0.010171,0.012981,0.013574,0.079689,0.026027,0.0022538,0.24126,0.23405,0.0082672,0.21589,0.23901,0.015919,0.01257,0.013728,0,0.0092592,0.0065387,0.01199,0,0.010044,0.0096153,0.0025083,0.23345,0.01659,0.017091,0.014945,0,0.23632,0.0062388,0.018482
0.30986,0.0062646,0.061555,0.0099877,0.0045482,0.24525,0.26425,0.23531,0.25138,0.022324,0.26289,0.019206,0.012854,0.015439,0.015816,0.0041903,0.2632,0.21725,0.26508,0.25079,0.25492,0.25034,0.009586,0.23902,0.26039,0,0.25678,0.023147,0.25753,0.015884,0.0042514,0.037985,0.0080935,0.26603,0.25396,0.26085,0.012414,0.030565,0.25172,0.012179,0.019533,0.2498,0.031667,0.24438
0.046798,0.25909,0.31693,0.24942,0.25964,0.080447,0.011306,0.03938,0.024409,0.25159,0.0068018,0.25068,0.2656,0.271,0.2587,0.25951,0.0093095,0.12575,0.025703,0.0089006,0.0087396,0.0098154,0.26306,0.028587,0.003097,0.26863,0.020579,0.27004,0.011081,0.26183,0.26111,0.25788,0.26199,0.005082,0.029854,0.009572,0.25351,0.30228,0.031421,0.27792,0.27566,0.030459,0.24754,0.033707
0.011083,0.0020083,0.0072622,0,0,0,0,0,0.0056639,0,0.0020936,0.0038698,0,0,0,0.0030838,0,0.014497,0.0017728,0.0028729,0,0,0,0.0029809,0.0027895,0.0040861,0,0,0,0,0.0035451,0.0017381,0,0,0,0.0014897,0.0034195,0,0,0.014153,0,0.0015363,0,0.0031337
0.04828,0.0016096,0.018119,0.0088582,0,0.021123,0.0064024,0.0036705,0.021451,0.0052703,0,0.010203,0.004331,0.011605,0.0029945,0,0.0016416,0,0.0035096,0.24532,0,0.0046468,0.0018434,0.013362,0.012863,0,0,0,0.0046243,0.0080867,0,0.0090115,0,0.0086179,0.0074138,0.0041175,0.0039304,0.25958,0.003639,0.036921,0.01158,0.0091551,0.023652,0.01118
0.28499,0.012635,0.23287,0.24918,0.26335,0.29086,0.25619,0.2277,0.032422,0.26063,0.26129,0.25057,0.26559,0.26251,0.27407,0.25418,0.26755,0.317,0.25567,0.013574,0.25734,0.24992,0.25718,0.24617,0.0059665,0.27563,0.25179,0.24441,0.25811,0.26535,0.26173,0.27819,0.26896,0.25602,0.27811,0.25108,0.24989,0.04361,0.2732,0.025468,0.27233,0.26457,0.26443,0.25317
0.33437,0.24971,0.070029,0.0093391,0.25544,0.11089,0.010712,0.25764,0.019248,0.0098262,0.0035828,0.2588,0.023664,0.01989,0.019388,0.012551,0.011762,0.0061686,0.037315,0.24826,0.25131,0.009182,0.019926,0.23972,0.25234,0.0014396,0.020394,0.26438,0.24946,0.016425,0.24752,0.042092,0.019142,0.0048784,0.023479,0.25663,0.23592,0.29054,0.25042,0.018577,0.023814,0.022432,0.027606,0.24084
0.048573,0.0088615,0.18764,0.0033149,0.0017704,0,0.0089854,0.014145,0.0068237,0.011107,0.0066314,0,0.0049694,0.0071962,0.24233,0.0021354,0.0073293,0.22378,0.011024,0.0022776,0.0051682,0.011199,0.0070235,0.013183,0.0040902,0.017484,0.016236,0.0079445,0.0037323,0.25715,0.0071391,0.0067709,0.0073392,0.25629,0.0042038,0.0050984,0.012834,0.0065861,0.0091351,0,0.012724,0.016334,0.014717,0.016734
0,0.011858,0.039942,0.23767,0.0055152,0.19592,0.25665,0.0013533,0.24873,0.24715,0.25839,0.0077741,0.2524,0.25505,0.010289,0.24949,0.25227,0.081606,0.24624,0.0026438,0.0040307,0.24046,0.24635,0.014673,0.0074881,0.25804,0.24584,0.024789,0.0065546,0.0095331,0.012647,0.24165,0.013783,0.013116,0.24981,0.0053186,0.013827,0.025713,0.020763,0.28417,0.042592,0.23909,0.013209,0.011396
0.0030748,0,0.0080191,0.0030915,0.0019658,0.0058007,0.0029672,0,0.0014736,0.0022809,0.0064426,0.0013076,0,0.0038885,0.0033822,0.0014161,0.0041878,0.050106,0,0.0048366,0.0024149,0,0.0017775,0,0.0012804,0,0,0.0029724,0.0031276,0,0.0033016,0.0068504,0.0047163,0,0,0.0026745,0.0038448,0.0028328,0.0015251,0,0.21055,0.0039064,0.21277,0.0056087
0.25618,0.0051712,0.11257,0.25529,0.26001,0.14405,0.01357,0.01174,0.25768,0.019439,0.01491,0.25662,0.27343,0.25479,0.26069,0.24861,0.26666,0.30355,0.26597,0.25311,0.015684,0.25417,0.25492,0.24594,0.0056737,0.2597,0.019724,0.033168,0.25078,0.26526,0.027246,0.2798,0.26126,0.24818,0.27575,0.25734,0.24793,0.10183,0.26088,0.26692,0.06021,0.26443,0.2733,0.25917
0.02246,0,0.02622,0,0.0039311,0,0.0015075,0.0073303,0,0.0053428,0.0030413,0.0047136,0,0.011309,0,0.0012933,0,0.0021425,0.0026225,0.0019301,0,0,0,0.0059173,0,0,0.0020282,0.0012706,0.0050328,0.002198,0,0.009849,0,0,0.0037959,0.0023469,0,0,0.0026503,0.0055618,0.012403,0.0013708,0,0
0.012987,0.26032,0.20364,0.011651,0,0.145,0.25717,0.2562,0.016901,0.0079488,0.2506,0.011199,0.0039445,0.0098025,0,0.011227,0.0035605,0.010651,0.0051087,0.0034447,0.24473,0.0077577,0.012709,0,0.25594,0,0.24905,0.24133,0.0010992,0,0.0059634,0,0.0051039,0.012623,0,0.0082293,0.005998,0.2374,0.010612,0.016384,0.017076,0.0028567,0.0040303,0.012358
0.014612,0,0.013036,0,0,0.010084,0.0011965,0.0021646,0,0.0039643,0.0010115,0,0,0.0022739,0.0032254,0,0,0.0062255,0.0021528,0.0021453,0,0,0.0022937,0.0027729,0,0.0026329,0.0016727,0.0045219,0.00206,0.0010922,0.0021657,0,0,0.0034484,0,0,0.0039353,0,0,0,0.0059175,0.0038837,0.0019821,0.004156
0,0,0.0079528,0,0,0.0011486,0.0016759,0,0,0,0.0017948,0,0,0,0.0011735,0,0,0.0030744,0,0,0,0,0,0.0014886,0.0012393,0,0,0.0034812,0,0,0.22362,0.0020539,0.001747,0.0017527,0,0,0,0.0013292,0,0.0018897,0.0012756,0,0,0
0.022671,0,0.027562,0,0,0.0030182,0.0026597,0,0,0.010208,0,0,0,0,0.0096122,0,0,0,0.0046548,0,0.0031625,0.001327,0.0027601,0.0071008,0,0.0061578,0.0026678,0.0095016,0.0057337,0.010827,0.0020889,0,0,0.0031972,0,0.0012843,0.0028825,0,0.0047613,0,0.0065493,0,0,0.0023077
0.27524,0.25876,0.062035,0.24758,0.24631,0.24599,0.25753,0.25895,0.26726,0.26312,0.26633,0.25584,0.26083,0.26357,0.2648,0.25986,0.2583,0.22239,0.044539,0.25082,0.25579,0.24969,0.02818,0.2543,0.25024,0.26789,0.26649,0.25305,0.25514,0.27108,0.25474,0.022834,0.26407,0.24734,0.02985,0.013081,0.25192,0.29978,0.25434,0.2616,0.27721,0.2543,0.26399,0.26213
0.01396,0.001654,0.02343,0,0.0020226,0.0057849,0.015259,0,0.0018348,0,0.0038247,0,0.0065565,0.009924,0,0.0026507,0.0016611,0.0046567,0.0068041,0,0,0.0031661,0.0017817,0.0030922,0.0041612,0,0,0.0062015,0,0,0.002339,0.010262,0,0,0.0018789,0.0027978,0.0022201,0,0.0041072,0.024984,0.0048825,0.0021059,0,0
0.049793,0,0.25837,0.0068089,0.01258,0.064057,0.0032051,0.0075844,0.0011002,0.008514,0.0032125,0.0094227,0.0074877,0.0087389,0.007007,0.0011411,0.010858,0.099401,0.23716,0.0067015,0.0089366,0.0062185,0.241,0.011207,0.003464,0,0.0044541,0.017502,0.015948,0,0.0016924,0.26537,0.0046285,0.016075,0.25603,0.25147,0.013275,0.011023,0.026332,0.0010621,0.012386,0.022319,0.011608,0.0094533
0.0039704,0,0.048076,0.0045142,0.0026242,0,0,0.0051789,0.002006,0,0,0.0033974,0.0015076,0.0022043,0,0,0,0.0072285,0.0023784,0.0045572,0,0,0,0,0.003135,0.0023883,0.0064663,0.010318,0,0.0052974,0.0034356,0.0028055,0,0.0095757,0,0.0035416,0,0.015939,0,0.0014408,0,0,0.0028863,0.0027835
0.16443,0.2598,0.32452,0.24958,0.24711,0.28416,0.028132,0.26808,0.25472,0.26125,0.022317,0.25394,0.020852,0.26028,0.019625,0.24347,0.017378,0.29444,0.25272,0.2555,0.0208,0.25077,0.248,0.23447,0.26104,0.020897,0.25373,0.26265,0.26405,0.01388,0.25573,0.05298,0.25558,0.26228,0.0215,0.26084,0.2566,0.069802,0.25802,0.26403,0.25907,0.052259,0.24586,0.26049
